State	p_0_k_original_tweets (All)	p_1_k_original_tweets (All)	p_2_k_original_tweets (All)	p_0_k_retweets (All)	p_1_k_retweets (All)	p_2_k_retweets (All)	p_0_k_quoted_tweets (All)	p_1_k_quoted_tweets (All)	p_2_k_quoted_tweets (All)	p_0_k_replies (All)	p_1_k_replies (All)	p_2_k_replies (All)	p_0_k_total_tweets (All)	p_1_k_total_tweets (All)	p_2_k_total_tweets (All)	p_0_k_users (All)	p_1_k_users (All)	p_2_k_users (All)	#users_1_k (All)	#users_2_k (All)	#users_all_k (All)	p_0_k_virality_original (All)	p_1_k_virality_original (All)	p_2_k_virality_original (All)	p_0_k_virality_retweet (All)	p_1_k_virality_retweet (All)	p_2_k_virality_retweet (All)	p_0_k_virality_quoted (All)	p_1_k_virality_quoted (All)	p_2_k_virality_quoted (All)	p_0_k_virality_reply (All)	p_1_k_virality_reply (All)	p_2_k_virality_reply (All)	p_0_k_virality_total (All)	p_1_k_virality_total (All)	p_2_k_virality_total (All)
MA	0.8967136150234742	0.4197802197802198	0.46813186813186813	0.5294117647058824	0.30111524163568776	0.5687732342007435	1.3611111111111112	0.5157894736842106	0.37894736842105264	0.5454545454545454	0.2727272727272727	0.5	0.6510067114093959	0.34397163120567376	0.5283687943262412	1.0124223602484472	0.43197879858657245	0.42667844522968196	489	483	1132	2.704437986578152	0.46014260191692935	0.17014352120498596	1.2411666561339394	0.47275777024883614	0.38089789788698525	1.15914558212928	0.48161941510917505	0.4154951910565621	0.7127272872124758	0.3191258553130786	0.44775310422195447	1.787464512314861	0.45979072683899963	0.25723068831366414
MD	1.2210526315789474	0.5054466230936819	0.4139433551198257	0.47487437185929654	0.2423076923076923	0.5102564102564102	1.0714285714285714	0.47619047619047616	0.4444444444444444	0.140625	0.11688311688311688	0.8311688311688312	0.6764705882352942	0.3335750543872371	0.49311094996374183	1.1019736842105263	0.40606060606060607	0.36848484848484847	335	304	825	3.2708715535222623	0.5546238392892218	0.16956454272622568	1.2523136354387185	0.3174487861988942	0.25348984249275824	0.6287686221656151	0.34867162049652867	0.5545308849790058	0.3346214928471225	0.1897648520433997	0.5671029987607431	2.1477994337057424	0.4638043003686196	0.21594395318765258
ME	0.38235294117647056	0.2532467532467532	0.6623376623376623	0.33187772925764186	0.2289156626506024	0.6897590361445783	0.6153846153846154	0.34782608695652173	0.5652173913043478	0.024096385542168676	0.023529411764705882	0.9764705882352941	0.2927400468384075	0.21043771043771045	0.7188552188552189	0.7096774193548386	0.37542662116040953	0.5290102389078498	110	155	293	0.5645840585916532	0.21342906645778972	0.37802885719123114	1.1006871675430185	0.4971795977180309	0.4516992769415561	0.8993521368784552	0.4250292197361529	0.47259488503733255	0.1057087632103907	0.09560271811852933	0.9043972818814704	0.6867778078938577	0.29060564664148164	0.4231436183598919
MI	0.5028571428571429	0.30520231213872834	0.6069364161849711	0.3242971887550201	0.2201772324471711	0.6789366053169734	0.6779661016949152	0.36036036036036034	0.5315315315315315	0.627906976744186	0.36486486486486486	0.581081081081081	0.4029574861367837	0.2598331346841478	0.6448152562574494	0.6986842105263158	0.365702479338843	0.5234159779614325	531	760	1452	1.2005853254230785	0.3238755928636831	0.26976474391734834	0.8925526805867376	0.4166519286106368	0.466809340975529	1.99606090328272	0.502815432831542	0.2519038532364479	0.9814039088534231	0.4820598922253973	0.49119418404252047	1.0919332685490346	0.36097783066024897	0.33058598089965496
MN	0.6383928571428571	0.3629441624365482	0.5685279187817259	0.4604651162790697	0.2776998597475456	0.603085553997195	0.8536585365853658	0.4117647058823529	0.4823529411764706	0.6129032258064516	0.3584905660377358	0.5849056603773585	0.5440771349862259	0.3172690763052209	0.5831325301204819	0.9884057971014493	0.4405684754521964	0.44573643410852715	341	345	774	1.5970110522349377	0.44987179228077884	0.2816961045142459	1.343917015887774	0.529479065634051	0.39398196419463	0.9069597519671636	0.4639588733676145	0.5115539828104876	0.4660265336527117	0.3047164622242376	0.6538607573175561	1.3218393783037077	0.4612528930896523	0.3489477622323294
MO	0.47058823529411764	0.29327902240325865	0.6232179226069247	0.2545126353790614	0.17537313432835822	0.6890547263681592	0.823529411764706	0.4	0.4857142857142857	0.15555555555555553	0.12727272727272726	0.8181818181818182	0.3407880724174654	0.22535211267605634	0.6612676056338028	0.5573033707865168	0.3050430504305043	0.5473554735547356	248	445	813	1.0961996852108944	0.2689107468054756	0.24531182633366724	0.621464867133489	0.24161639200317575	0.38878527939581364	0.6503069174396283	0.34041374083236714	0.5234662767737969	0.9649166935777321	0.4270547604768574	0.44258200041437523	0.8964746174551241	0.26571729841783776	0.29640247837930456
MS	0.4794520547945205	0.2892561983471074	0.6033057851239669	0.2433862433862434	0.1776061776061776	0.7297297297297297	0.9166666666666666	0.4583333333333333	0.5	0.375	0.23076923076923078	0.6153846153846154	0.33687943262411346	0.2278177458033573	0.6762589928057554	0.5655172413793103	0.3153846153846154	0.5576923076923077	82	145	260	0.7563595059347137	0.2931919587495047	0.3876357161495264	0.6812327377990048	0.380106388932088	0.5579684707463911	4.776840047727649	0.821361987947912	0.17194672204664574	0.30771801087101625	0.22099776014976485	0.7181827268550711	0.7267608650014907	0.3182164000816024	0.4378557176175821
MT	0.782608695652174	0.391304347826087	0.5	0.4285714285714286	0.281767955801105	0.6574585635359116	2.166666666666667	0.65	0.3	0.6	0.35294117647058826	0.5882352941176471	0.585635359116022	0.3419354838709677	0.5838709677419355	0.8300000000000001	0.42346938775510207	0.5102040816326531	83	100	196	2.2510368697578484	0.24903261392720696	0.11063017992859275	1.3937895466397385	0.5342058925076932	0.3832758638458728	0.7362925560928759	0.31736792995918667	0.431035092413937	0.6982543403755788	0.36682865592092606	0.5253510572145035	1.7015391304974212	0.30431504641723417	0.1788469280328992
NC	0.5970873786407768	0.3469675599435825	0.5811001410437235	0.24753363228699554	0.17715019255455713	0.7156611039794608	0.6349206349206349	0.3305785123966942	0.5206611570247934	0.1836734693877551	0.140625	0.765625	0.3483831604636974	0.23287112561174553	0.6684339314845025	0.5591939546599496	0.31422505307855625	0.5619249823071479	444	794	1413	1.249260286395747	0.3644625340065797	0.2917426720240136	0.4830737570361652	0.25332457060231706	0.5244014333474795	1.274094517445694	0.46845712938042494	0.3676784751570773	0.09478803380191822	0.07364417866454911	0.7769353969135583	0.8415635706315965	0.3225584075214652	0.38328466057458255
ND	0.375	0.2222222222222222	0.5925925925925926	0.22857142857142856	0.17777777777777778	0.7777777777777778	1.0	0.5	0.5	0.0	0.0	1.0	0.2696629213483146	0.19672131147540983	0.7295081967213115	0.575	0.3333333333333333	0.5797101449275363	23	40	69	0.8708702583514526	0.074058841859958	0.0850400402927418	0.9220003253505871	0.21394165142837557	0.23204075480887176	0.07239650314430932	0.06750908169883049	0.9324909183011695	0.0	0.0	1.0	0.7026088577589806	0.11588883225692585	0.16494075042913817
NE	0.2528735632183908	0.18803418803418803	0.7435897435897436	0.24083769633507854	0.18253968253968253	0.7579365079365079	1.3333333333333333	0.5714285714285714	0.42857142857142855	0.75	0.375	0.5	0.2808219178082192	0.20551378446115287	0.731829573934837	0.5434782608695653	0.32608695652173914	0.6	75	138	230	0.6567108121470412	0.26947472692794067	0.41034001868634346	0.7553883750086334	0.4174153352396375	0.5525837424157696	0.875642036766424	0.46684922794544353	0.5331507720545567	0.6148833837102565	0.3214923380136638	0.522850912109143	0.6863850542139285	0.31165899748025666	0.45405854274781543
NH	0.972972972972973	0.4444444444444444	0.4567901234567901	0.30921052631578944	0.21363636363636362	0.6909090909090909	0.75	0.391304347826087	0.5217391304347826	0.0	0.0	1.0	0.4444444444444444	0.2787878787878788	0.6272727272727273	0.7254901960784315	0.3756345177664975	0.5177664974619289	74	102	197	1.944353434581549	0.27777566220121724	0.142862741547294	0.8328735061376077	0.2619245549222844	0.31448299530734397	0.5423774762430335	0.2711542242792815	0.4999363656424778	0.0	0.0	1.0	1.2777164659389393	0.2717861988472196	0.21271244919544458
NJ	0.9649805447470817	0.4542124542124542	0.4706959706959707	0.3670212765957447	0.2436010591350397	0.6637246248896734	0.9464285714285715	0.4649122807017544	0.49122807017543857	0.7142857142857144	0.38461538461538464	0.5384615384615384	0.5451197053406998	0.3231441048034934	0.5927947598253275	0.7710622710622712	0.38837638376383765	0.503690036900369	421	546	1084	2.0903452216254172	0.5075190172067298	0.2427919618043241	1.0735628041997223	0.47242810672376767	0.4400563291459552	1.5472891784015337	0.6074243992196542	0.3925732873328626	1.334033966625949	0.5148448713006343	0.3859308564704575	1.592952841613073	0.5004647918700611	0.31417426730804854
NM	0.6019417475728156	0.3333333333333333	0.553763440860215	0.4244186046511628	0.27137546468401486	0.6394052044609665	0.7857142857142857	0.4230769230769231	0.5384615384615384	0.875	0.4375	0.5	0.5151515151515151	0.30784708249496984	0.5975855130784709	0.7602739726027397	0.3894736842105263	0.512280701754386	111	146	285	1.7285335387288987	0.36588214837367183	0.21167199835921516	0.9100702485009523	0.4431377291660657	0.4869269486569772	1.733690223861147	0.6338953042263166	0.365633546006017	0.6715691816983689	0.26748928563296304	0.398304884921155	1.3892945050203647	0.3828335307637377	0.2755596667087703
NV	0.3621399176954732	0.2328042328042328	0.6428571428571429	0.27124183006535946	0.1976190476190476	0.7285714285714285	0.5098039215686275	0.29213483146067415	0.5730337078651685	0.08333333333333333	0.07692307692307693	0.9230769230769231	0.29769392033542974	0.20897718910963944	0.7019867549668874	0.5660847880299252	0.32568149210903874	0.5753228120516499	227	401	697	0.6119422680063005	0.218206291127818	0.35657986469660136	0.8261725211034141	0.33537290404178677	0.40593567986728923	0.3539114890857256	0.20476843629609412	0.5785865749232414	0.09503069060585058	0.0867835864520589	0.9132164135479413	0.6196136169239623	0.2509476855416532	0.4050067311100572
NY	1.1443914081145583	0.4840989399293286	0.4230186774356386	0.5256968641114983	0.28937904579237594	0.5504675137856629	1.0284552845528456	0.46083788706739526	0.44808743169398907	0.7104377104377104	0.394392523364486	0.5551401869158878	0.7152570029915691	0.3634604754007739	0.5081536760641239	1.2695167286245352	0.4689860379949645	0.3694209201190204	2049	1614	4369	3.0917746833753816	0.5032511606988505	0.1627709688564486	1.5460244084755925	0.4926830507789109	0.31867740772909603	1.7732369261314151	0.5844141420845679	0.3295747643602008	3.166340616374797	0.7253427926429894	0.22907920546888227	2.4539314235069023	0.5267942484067241	0.21467358189410396
OH	0.7505567928730512	0.3914053426248548	0.521486643437863	0.2863554757630161	0.19863013698630136	0.6936488169364882	0.7792207792207791	0.40816326530612246	0.5238095238095238	0.7419354838709676	0.40350877192982454	0.543859649122807	0.4422501496110114	0.27667540247098465	0.6256083863721452	0.5930101465614431	0.32916145181476847	0.5550688360450563	526	887	1598	1.3121551708051344	0.3663972167298124	0.27923314626348056	0.7212136547842222	0.34501997851655813	0.47838802860684004	1.190495120173652	0.48711615104848505	0.409171060673841	1.8939964505530587	0.5300308325132618	0.2798478489009256	1.0766981315847033	0.36686932777618436	0.3407355478886358
OK	0.33653846153846156	0.23255813953488372	0.6910299003322259	0.2720763723150358	0.20176991150442478	0.7415929203539823	0.9444444444444445	0.4473684210526316	0.47368421052631576	0.3448275862068966	0.24390243902439024	0.7073170731707317	0.31305637982195844	0.22328042328042327	0.7132275132275132	0.47965116279069764	0.3021978021978022	0.63003663003663	165	344	546	1.2739920960951077	0.3971088401754377	0.3117043201387273	0.6927885701668268	0.3860931766553009	0.5573030406121277	1.2972307827818965	0.5111220930680983	0.3940101482729255	0.20097630316664325	0.14796823229142084	0.7362471592918605	0.929179751898065	0.3853234187410277	0.41469200975797776
OR	0.6270627062706271	0.3505535055350554	0.559040590405904	0.46215780998389694	0.2824803149606299	0.6112204724409449	0.9302325581395348	0.43478260869565216	0.4673913043478261	0.2156862745098039	0.1746031746031746	0.8095238095238095	0.518664047151277	0.30823117338003503	0.5942790426152949	0.9756637168141592	0.4388059701492537	0.44975124378109455	441	452	1005	1.2562535371224355	0.42274687880077927	0.3365139809031861	1.0090470941276952	0.4256971535088815	0.42188036216177777	0.8140665384694157	0.3693667496886761	0.4537304166599806	0.3308516137374834	0.23544766196534178	0.7116412681370792	1.1112736216832222	0.417005183479712	0.37524978128076436
PA	0.6302186878727635	0.3487348734873487	0.5533553355335533	0.30448717948717946	0.20663404023926046	0.6786296900489397	0.5408163265306123	0.31176470588235294	0.5764705882352941	0.557142857142857	0.312	0.56	0.4111516414799375	0.25928360170883996	0.6306276700624384	0.6716899892357374	0.3466666666666667	0.5161111111111111	624	929	1800	1.3803225949470779	0.3582812727226688	0.25956343396407666	0.7448411635000358	0.32230145854789716	0.4327116630254306	0.8084587999475022	0.41616780417360566	0.5147668677743749	0.6172707003106293	0.173400634748714	0.2809150582741957	1.068735969398581	0.33994639297725654	0.31808267215761205
RI	0.3548387096774194	0.23655913978494625	0.6666666666666666	0.5138888888888888	0.2803030303030303	0.5454545454545454	1.25	0.5	0.4	0.4285714285714286	0.3	0.7	0.4832214765100671	0.2823529411764706	0.5843137254901961	0.8787878787878788	0.3841059602649007	0.4370860927152318	58	66	151	0.5889932335355671	0.3022851923180584	0.5132235399437819	1.1259372146344007	0.47533398916219327	0.4221674023951126	0.5045844541780944	0.2693133126819719	0.5337328775232482	1.7541848938846485	0.6369161699273039	0.36308383007269596	0.6994718640242931	0.3440357282540372	0.49185070329303293
SC	0.3822222222222222	0.25748502994011974	0.6736526946107785	0.17125984251968504	0.13488372093023257	0.7875968992248062	0.27906976744186046	0.21052631578947367	0.7543859649122807	0.1724137931034483	0.13513513513513514	0.7837837837837838	0.2360248447204969	0.17707362534948742	0.750232991612302	0.36675461741424803	0.24733096085409254	0.6743772241992882	139	379	562	0.9235554736106752	0.45443924281139825	0.49205408423898	0.32955910437054503	0.21420455518762443	0.6499731075454682	0.17150188329149524	0.13495572742720657	0.7869052213136776	0.07263883335433144	0.05870878303198632	0.808228606117688	0.5990129181856727	0.34239559938827013	0.5715996917484502
SD	0.6296296296296297	0.37777777777777777	0.6	0.3181818181818182	0.2222222222222222	0.6984126984126984	1.0	0.5	0.5	1.7500000000000002	0.5833333333333334	0.3333333333333333	0.5256410256410257	0.3253968253968254	0.6190476190476191	0.6458333333333333	0.36046511627906974	0.5581395348837209	31	48	86	1.4285021553813213	0.5774417003968785	0.40422879183037524	2.188767532208529	0.6524174989831273	0.29807528181159526	52.66540613215427	0.9813660219483397	0.018633978051660324	0.6449010538691952	0.3075399061013989	0.47687921155696705	1.7024087502097587	0.6080753256491046	0.35718526797643746
TN	0.3687315634218289	0.244140625	0.662109375	0.15765765765765766	0.12017167381974249	0.7622317596566524	0.4375	0.2857142857142857	0.6530612244897959	0.5263157894736842	0.3333333333333333	0.6333333333333333	0.23961424332344214	0.17319034852546916	0.7227882037533512	0.4	0.2481060606060606	0.6202651515151515	262	655	1056	0.804475789449112	0.24024943066455975	0.2986409706985433	0.3427977835499632	0.20670231930478225	0.6029861604243866	0.6840657592249211	0.37663730462410105	0.550586401299853	1.4671811591065302	0.5708689789711083	0.3890923594730119	0.6462694945763119	0.2522521248850367	0.39032033385764364
