State	p_0_k_original_tweets (L)	p_0_k_original_tweets (R)	p_1_k_original_tweets (L)	p_1_k_original_tweets (R)	p_2_k_original_tweets (L)	p_2_k_original_tweets (R)	p_0_k_retweets (L)	p_0_k_retweets (R)	p_1_k_retweets (L)	p_1_k_retweets (R)	p_2_k_retweets (L)	p_2_k_retweets (R)	p_0_k_quoted_tweets (L)	p_0_k_quoted_tweets (R)	p_1_k_quoted_tweets (L)	p_1_k_quoted_tweets (R)	p_2_k_quoted_tweets (L)	p_2_k_quoted_tweets (R)	p_0_k_replies (L)	p_0_k_replies (R)	p_1_k_replies (L)	p_1_k_replies (R)	p_2_k_replies (L)	p_2_k_replies (R)	p_0_k_total_tweets (L)	p_0_k_total_tweets (R)	p_1_k_total_tweets (L)	p_1_k_total_tweets (R)	p_2_k_total_tweets (L)	p_2_k_total_tweets (R)	p_0_k_users (L)	p_0_k_users (R)	p_1_k_users (L)	p_1_k_users (R)	p_2_k_users (L)	p_2_k_users (R)	#users_1_k (L)	#users_1_k (R)	#users_2_k (L)	#users_2_k (R)	#users_all_k (L)	#users_all_k (R)	p_0_k_virality_original (L)	p_0_k_virality_original (R)	p_1_k_virality_original (L)	p_1_k_virality_original (R)	p_2_k_virality_original (L)	p_2_k_virality_original (R)	p_0_k_virality_retweet (L)	p_0_k_virality_retweet (R)	p_1_k_virality_retweet (L)	p_1_k_virality_retweet (R)	p_2_k_virality_retweet (L)	p_2_k_virality_retweet (R)	p_0_k_virality_quoted (L)	p_0_k_virality_quoted (R)	p_1_k_virality_quoted (L)	p_1_k_virality_quoted (R)	p_2_k_virality_quoted (L)	p_2_k_virality_quoted (R)	p_0_k_virality_reply (L)	p_0_k_virality_reply (R)	p_1_k_virality_reply (L)	p_1_k_virality_reply (R)	p_2_k_virality_reply (L)	p_2_k_virality_reply (R)	p_0_k_virality_total (L)	p_0_k_virality_total (R)	p_1_k_virality_total (L)	p_1_k_virality_total (R)	p_2_k_virality_total (L)	p_2_k_virality_total (R)
GA	5.170833333333333	0.04269005847953216	0.5666666666666667	0.03333333333333333	0.1095890410958904	0.7808219178082192	45.98214285714286	0.03955453149001536	0.8928571428571429	0.03571428571428571	0.019417475728155338	0.9029126213592233	2.857142857142857	0.0	0.8571428571428571	0.0	0.3	0.6	nan	nan	nan	nan	0.0	1.0	10.963313609467455	0.036432279377064655	0.7384615384615385	0.03076923076923077	0.06735751295336788	0.844559585492228	9.977678571428573	0.04397874852420307	0.8035714285714286	0.03571428571428571	0.08053691275167785	0.8120805369127517	45	2	12	121	57	123	12.846828890812045	0.022322220242349516	0.5702858595606404	0.01721152496249227	0.044391177340931544	0.7710489716358375	12.950350359349843	0.006311014424396044	0.8845922113646273	0.0053844814781888505	0.06830643085466587	0.8531879530134553	6.518285940206832	0.0	0.623556789598396	0.0	0.0956626934317352	0.812527657281497	nan	nan	nan	nan	0.0	1.0	11.769830780361486	0.01802592114100421	0.6306475321194392	0.014650972680719253	0.05358169916696714	0.8127724828104436
HI	nan	0.08888888888888889	0.6	0.06666666666666667	0.0	0.75	nan	0.0	0.9666666666666667	0.0	0.0	1.0	nan	0.0	1.0	0.0	0.0	1.0	nan	nan	nan	nan	nan	nan	nan	0.021493212669683258	0.8653846153846154	0.019230769230769232	0.0	0.8947368421052632	nan	0.0234375	0.8541666666666666	0.020833333333333332	0.0	0.8888888888888888	41	1	0	24	41	25	nan	0.0	0.8438553379881109	0.0	0.0	0.9330479418109997	nan	0.0	0.3516298647548789	0.0	0.0	1.0	nan	0.0	1.0	0.0	0.0	1.0	nan	nan	nan	nan	nan	nan	nan	0.0	0.7003780098340506	0.0	0.0	0.9532741143514744
IA	18.18181818181818	0.0	0.9090909090909091	0.0	0.05	0.7	15.230769230769232	0.0	0.8461538461538461	0.0	0.05555555555555555	0.7777777777777778	1.3333333333333333	0.0	0.6666666666666666	0.0	0.5	0.5	nan	nan	nan	nan	nan	nan	11.358024691358025	0.0	0.8518518518518519	0.0	0.075	0.725	9.307692307692307	0.0	0.8461538461538461	0.0	0.09090909090909091	0.696969696969697	22	0	3	23	25	23	3.8750228626589913	0.0	0.8428491533457722	0.0	0.21750817562078067	0.5236233462194962	164.73127707564367	0.0	0.8543089470769784	0.0	0.005186076149246901	0.9844417715522593	nan	0.0	0.3409054169392398	0.0	0.0	1.0	nan	nan	nan	nan	nan	nan	5.568509040176594	0.0	0.8336296827577324	0.0	0.14970428830107377	0.6708912914521814
ID	nan	0.0	0.5	0.0	0.0	0.7142857142857143	nan	0.17424242424242423	0.8333333333333334	0.16666666666666666	0.0	0.9565217391304348	nan	0.0	1.0	0.0	0.0	1.0	nan	nan	nan	nan	0.0	1.0	nan	0.08653846153846155	0.7692307692307693	0.07692307692307693	0.0	0.8888888888888888	nan	0.08284023668639054	0.7692307692307693	0.07692307692307693	0.0	0.9285714285714286	10	1	0	26	10	27	nan	0.0	0.7884212444076455	0.0	0.0	0.6395733753793451	nan	0.020408047040813167	0.9795919529591869	0.020408047040813167	0.0	1.0	nan	0.0	1.0	0.0	0.0	1.0	nan	nan	nan	nan	0.0	1.0	nan	0.008128058900011219	0.8837568449089933	0.006337555984774292	0.0	0.779713343952951
IL	9.83529411764706	0.029411764705882353	0.7450980392156863	0.0196078431372549	0.07575757575757576	0.6666666666666666	34.46099290780142	0.0	0.9148936170212766	0.0	0.02654867256637168	0.8672566371681416	2.6666666666666665	0.0	1.0	0.0	0.375	0.625	nan	0.0	0.6666666666666666	0.0	0.0	1.0	14.883116883116882	0.007856525852494755	0.8571428571428571	0.006211180124223602	0.05759162303664921	0.7905759162303665	11.649659863945578	0.009048279505977148	0.8503401360544217	0.006802721088435374	0.072992700729927	0.7518248175182481	125	1	10	103	135	104	4.282737045398385	0.001523536598970071	0.8274497343163525	0.0007502074097258514	0.1932058227122329	0.49241180699761367	20.635760366097642	0.0	0.8846273928488142	0.0	0.04286865989693129	0.8378141673620343	3.446065702458187	0.0	1.0	0.0	0.29018599363519637	0.7098140063648037	nan	0.0	0.35374562136837756	0.0	0.0	1.0	5.9782800551997095	0.0006252509887993256	0.8063509706493655	0.00041228827413523406	0.13488009313782953	0.6593964368244415
IN	nan	0.0	1.0	0.0	0.0	0.8043478260869565	76.36363636363636	0.06417112299465241	0.8484848484848485	0.06060606060606061	0.011111111111111112	0.9444444444444444	nan	0.0	1.0	0.0	0.0	0.9166666666666666	5.0	0.0	1.0	0.0	0.2	0.8	69.41666666666667	0.0413625304136253	0.9074074074074074	0.037037037037037035	0.013071895424836602	0.8954248366013072	44.791666666666664	0.047892720306513405	0.8958333333333334	0.041666666666666664	0.02	0.87	43	2	2	87	45	89	nan	0.0	1.0	0.0	0.0	0.370374123558735	421.87876651600595	0.007964595193640919	0.8313530183802366	0.007753855761067903	0.0019705969685219872	0.9735404716185357	nan	0.0	1.0	0.0	0.0	0.992824917881253	18.072147069448476	0.0	1.0	0.0	0.055333768376117906	0.9446662316238821	932.0531580937817	0.005757198903800075	0.925123839996618	0.0034425694372512182	0.0009925655333743674	0.5979590934367282
KS	5.833333333333334	0.0	0.8333333333333334	0.0	0.14285714285714285	0.7142857142857143	nan	0.05263157894736842	0.8947368421052632	0.05263157894736842	0.0	1.0	nan	0.0	1.0	0.0	0.0	1.0	nan	0.0	1.0	0.0	0.0	0.3333333333333333	15.757575757575756	0.03581267217630854	0.9090909090909091	0.030303030303030304	0.057692307692307696	0.8461538461538461	12.385416666666668	0.038825757575757576	0.90625	0.03125	0.07317073170731707	0.8048780487804879	29	1	3	33	32	34	4.663373859075237	0.0	0.8628493710496749	0.0	0.1850268490420326	0.638902788415143	nan	0.13913614922123188	0.8557291856106175	0.13913614922123188	0.0	1.0	nan	0.0	1.0	0.0	0.0	1.0	nan	0.0	1.0	0.0	0.0	0.022637261896938553	7.709800657997379	0.10047509204722854	0.8757568385022138	0.0609349282330697	0.11359007545724167	0.6064680010885395
KY	nan	0.0	0.75	0.0	0.0	0.9166666666666666	nan	0.0	1.0	0.0	0.0	0.925	5.0	0.0	1.0	0.0	0.2	0.8	nan	0.0	1.0	0.0	0.0	1.0	75.87096774193549	0.0	0.9032258064516129	0.0	0.011904761904761904	0.9166666666666666	53.85714285714286	0.0	0.9285714285714286	0.0	0.017241379310344827	0.8793103448275862	26	0	1	51	27	51	nan	0.0	0.6452083357671206	0.0	0.0	0.905007418470264	nan	0.0	1.0	0.0	0.0	0.9081192556243123	152.68281820300672	0.0	1.0	0.0	0.006549525426432739	0.9934504745735673	nan	0.0	1.0	0.0	0.0	1.0	2533.513021325035	0.0	0.7731919011407326	0.0	0.00030518568273880465	0.9101200236813788
LA	9.107142857142858	0.07142857142857142	0.8095238095238095	0.047619047619047616	0.08888888888888889	0.6666666666666666	17.31764705882353	0.0	0.9411764705882353	0.0	0.05434782608695652	0.9130434782608695	nan	0.0	1.0	0.0	0.0	0.75	nan	nan	nan	nan	0.0	1.0	13.899470899470899	0.028652138821630344	0.8809523809523809	0.023809523809523808	0.06338028169014084	0.8309859154929577	11.63265306122449	0.0352504638218924	0.8571428571428571	0.02857142857142857	0.07368421052631578	0.8105263157894737	30	1	7	77	37	78	23.799857981437302	0.026230528337441765	0.8740598361502075	0.01712847045437231	0.03672542234629847	0.6529975391278311	9.913833187487171	0.0	0.9961273864428924	0.0	0.1004785301108519	0.8951344935958485	nan	0.0	1.0	0.0	0.0	0.9594380984528759	nan	nan	nan	nan	nan	nan	15.239222478981114	0.01691220460155616	0.9060140091141643	0.012653541686509904	0.05945277131847083	0.7481899601277057
MA	nan	0.0	0.8484848484848485	0.0	0.0	0.75	nan	0.0	0.9629629629629629	0.0	0.0	0.9852941176470589	nan	0.0	0.9333333333333333	0.0	0.0	1.0	4.0	0.0	1.0	0.0	0.25	0.25	100.6952380952381	0.0	0.9238095238095239	0.0	0.009174311926605505	0.8899082568807339	69.66666666666667	0.0	0.9166666666666666	0.0	0.013157894736842105	0.868421052631579	88	0	1	66	89	66	nan	0.0	0.7770532249280359	0.0	0.0	0.4405001328056908	nan	0.0	0.8736703394767373	0.0	0.0	0.9919416994646757	nan	0.0	0.9920059620023832	0.0	0.0	1.0	nan	0.0	1.0	0.0	0.0	0.9443054831901013	nan	0.0	0.8216916451528384	0.0	0.0	0.6662424294557885
MD	34.22222222222222	0.0	0.7777777777777778	0.0	0.022727272727272728	0.8863636363636364	nan	0.0	0.8333333333333334	0.0	0.0	0.9361702127659575	4.0	0.0	1.0	0.0	0.25	0.625	2.0	0.0	1.0	0.0	0.5	0.5	20.99438202247191	0.0	0.8314606741573034	0.0	0.039603960396039604	0.8811881188118812	17.084444444444443	0.0	0.8266666666666667	0.0	0.04838709677419355	0.8387096774193549	62	0	3	52	65	52	107.91839347439519	0.0	0.7448088455469545	0.0	0.006901593153568103	0.9105363151014809	nan	0.0	0.6055707009294388	0.0	0.0	0.9911481026930479	31.71349764366011	0.0	1.0	0.0	0.03153231508035543	0.708233130541367	1.1393337346361825	0.0	1.0	0.0	0.8777059518204513	0.1222940481795486	35.426474355121236	0.0	0.7321375486296009	0.0	0.020666396020403408	0.9146093610934322
ME	nan	0.0	0.8333333333333334	0.0	0.0	0.8947368421052632	14.4	0.0	0.9	0.0	0.0625	0.9375	nan	0.0	1.0	0.0	0.0	1.0	nan	nan	nan	nan	0.0	1.0	35.29411764705882	0.0	0.8823529411764706	0.0	0.025	0.925	18.529411764705884	0.0	0.8823529411764706	0.0	0.047619047619047616	0.8571428571428571	15	0	1	18	16	18	nan	0.0	0.627908577658568	0.0	0.0	0.9178121774808552	2.3329060273745807	0.0	0.9451718908901768	0.0	0.4051478627083234	0.5948521372916765	nan	0.0	1.0	0.0	0.0	1.0	nan	nan	nan	nan	0.0	1.0	14.908374306569439	0.0	0.7852279208377004	0.0	0.05267025798323875	0.8857728651641987
MI	25.35897435897436	0.0	0.5897435897435898	0.0	0.023255813953488372	0.8604651162790697	22.862745098039216	0.02165032679738562	0.8627450980392157	0.0196078431372549	0.03773584905660377	0.9056603773584906	nan	0.19047619047619047	0.8571428571428571	0.14285714285714285	0.0	0.75	2.5714285714285716	0.0	0.8571428571428571	0.0	0.3333333333333333	0.6666666666666666	22.028846153846153	0.02193171996542783	0.7596153846153846	0.019230769230769232	0.034482758620689655	0.8768472906403941	20.086666666666666	0.02553606237816764	0.7666666666666667	0.022222222222222223	0.03816793893129771	0.8702290076335878	69	2	5	114	74	116	8.402654537722444	0.0	0.6232591735002365	0.0	0.07417408042925112	0.7944557827286168	27.92438687994605	0.11621966674930823	0.7423120641337547	0.11123801601939445	0.026582931518788242	0.9571359059163416	nan	0.07950672739189991	0.9229855555241765	0.07701444447582362	0.0	0.968653181965452	nan	0.0	0.8070739422011121	0.0	0.0	1.0	13.344144730096588	0.04349891052915315	0.6836819036495079	0.037769054767537155	0.0512345989554146	0.8682758788228543
MN	6.740740740740741	0.0	0.7222222222222222	0.0	0.10714285714285714	0.75	54.46153846153847	0.027505827505827505	0.9230769230769231	0.02564102564102564	0.01694915254237288	0.9322033898305084	nan	0.0	1.0	0.0	0.0	0.6666666666666666	2.75	0.0	1.0	0.0	0.36363636363636365	0.5454545454545454	10.738505747126435	0.013820470717022441	0.8505747126436781	0.011494252873563218	0.07920792079207921	0.8316831683168316	15.428571428571429	0.015584415584415584	0.8571428571428571	0.012987012987012988	0.05555555555555555	0.8333333333333334	66	1	4	60	70	61	240.2767363644894	0.0	0.7132801594374283	0.0	0.0029685776918303617	0.509014654989594	306.49209205753033	0.010326759107122559	0.8319713538680299	0.010256663064526588	0.002714495334228278	0.9932121934995439	nan	0.0	1.0	0.0	0.0	0.6666666666666666	1466.0162508927667	0.0	1.0	0.0	0.0006821206786698479	0.9979450778512162	432.0817574619612	0.002559130896180409	0.7659807102793481	0.0022286469817825575	0.0017727679936748592	0.8708608790229877
MO	nan	0.0	0.7037037037037037	0.0	0.0	0.9038461538461539	53.96153846153846	0.0	0.8846153846153846	0.0	0.01639344262295082	0.9016393442622951	3.75	0.0	0.75	0.0	0.2	0.4	nan	0.0	0.0	0.0	0.0	1.0	49.935483870967744	0.0	0.7741935483870968	0.0	0.015503875968992248	0.8914728682170543	30.78	0.0	0.76	0.0	0.024691358024691357	0.8518518518518519	38	0	2	69	40	69	nan	0.0	0.48905665675805066	0.0	0.0	0.7176689176961085	80.02900840164895	0.0	0.8971178495055128	0.0	0.011209908349770684	0.9047022919717209	1.0539227582296058	0.0	0.77706327416512	0.0	0.7373057162845993	0.0893384670301639	nan	nan	nan	nan	0.0	1.0	29.525766555552803	0.0	0.5881441756475394	0.0	0.019919691993125554	0.8144142703698786
MS	nan	0.0	0.6363636363636364	0.0	0.0	0.8	nan	0.0	1.0	0.0	0.0	0.9629629629629629	nan	nan	nan	nan	0.0	1.0	nan	nan	nan	nan	0.0	1.0	nan	0.0	0.7777777777777778	0.0	0.0	0.9090909090909091	nan	0.0	0.8125	0.0	0.0	0.8888888888888888	13	0	0	32	13	32	nan	0.0	0.8833740832074376	0.0	0.0	0.9764053132304836	nan	0.0	1.0	0.0	0.0	0.9953398337143629	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0	0.9101809753936205	0.0	0.0	0.9840439327229202
MT	nan	0.0	0.8	0.0	0.0	0.7777777777777778	nan	0.0	1.0	0.0	0.0	1.0	nan	nan	0.6666666666666666	0.3333333333333333	nan	nan	nan	nan	nan	nan	0.0	1.0	nan	0.07222222222222222	0.8666666666666667	0.06666666666666667	0.0	0.9230769230769231	nan	0.07539682539682539	0.8571428571428571	0.07142857142857142	0.0	0.9473684210526315	12	1	0	18	12	19	nan	0.0	0.8027292786603779	0.0	0.0	0.6760239329282983	nan	0.0	1.0	0.0	0.0	1.0	nan	nan	1.0	0.0	nan	nan	nan	nan	nan	nan	0.0	1.0	nan	0.0	0.8222073425063605	0.0	0.0	0.8443231109624497
NC	nan	0.0	0.8484848484848485	0.0	0.0	0.9125	61.463414634146346	0.07922244635980194	0.8536585365853658	0.07317073170731707	0.013888888888888888	0.9236111111111112	nan	0.0	1.0	0.0	0.0	0.9285714285714286	nan	0.0	1.0	0.0	0.0	1.0	105.20121951219511	0.03968858885017421	0.8658536585365854	0.036585365853658534	0.00823045267489712	0.9218106995884774	66.83108108108108	0.04579039471125802	0.8513513513513513	0.04054054054054054	0.012738853503184714	0.8853503184713376	63	3	2	139	65	142	nan	0.0	0.8987572655300946	0.0	0.0	0.9125303938763487	407.35043688543124	0.07266475171953066	0.9227581872554905	0.06670659350361055	0.0022652686819506704	0.9180048362524207	nan	0.0	1.0	0.0	0.0	0.9920316564887047	nan	0.0	1.0	0.0	0.0	1.0	932.0026142692516	0.015458070933068816	0.9079549454728637	0.014249330596070671	0.0009741978526366659	0.9218052276877359
ND	nan	0.0	1.0	0.0	0.0	0.25	nan	0.0	1.0	0.0	0.0	0.9375	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0	1.0	0.0	0.0	0.8	nan	0.0	1.0	0.0	0.0	0.7142857142857143	3	0	0	5	3	5	nan	0.0	1.0	0.0	0.0	0.5007803975833661	nan	nan	nan	nan	0.0	0.9936949424531524	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0	1.0	0.0	0.0	0.9875471621029183
NE	6.5	0.0	1.0	0.0	0.15384615384615385	0.8461538461538461	nan	0.0	1.0	0.0	0.0	0.9375	nan	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.0	1.0	nan	nan	0.5	0.5	nan	nan	13.333333333333332	0.12345679012345678	0.8888888888888888	0.1111111111111111	0.06666666666666667	0.9	9.882352941176471	0.06862745098039216	0.9411764705882353	0.058823529411764705	0.09523809523809523	0.8571428571428571	16	1	2	18	18	19	341.50285134955647	0.0	1.0	0.0	0.002928233237433257	0.9970717667625667	nan	0.0	1.0	0.0	0.0	0.7071918660788845	nan	0.1669483485013491	0.8330516514986509	0.1669483485013491	0.0	1.0	nan	nan	0.8407921794163935	0.15920782058360644	nan	nan	402.2146619279487	0.020397873093920854	0.980472582823379	0.019527417176621008	0.0024376848375532796	0.9573261431085545
NH	nan	0.0	1.0	0.0	0.0	1.0	nan	0.0	0.875	0.0	0.0	1.0	nan	nan	nan	nan	0.0	1.0	nan	nan	nan	nan	0.0	1.0	nan	0.0	0.9285714285714286	0.0	0.0	1.0	nan	0.0	0.9285714285714286	0.0	0.0	1.0	13	0	0	20	13	20	nan	0.0	1.0	0.0	0.0	1.0	nan	0.0	0.9565557011268123	0.0	0.0	1.0	nan	nan	nan	nan	0.0	1.0	nan	nan	nan	nan	nan	nan	nan	0.0	0.9806806279446783	0.0	0.0	1.0
NJ	6.781609195402299	0.047313552526062556	0.6896551724137931	0.034482758620689655	0.1016949152542373	0.7288135593220338	88.2391304347826	0.0	0.8913043478260869	0.0	0.010101010101010102	0.9292929292929293	nan	0.0	0.9230769230769231	0.0	0.0	1.0	nan	nan	nan	nan	0.0	1.0	19.672077922077925	0.013191354100445009	0.8295454545454546	0.011363636363636364	0.04216867469879518	0.8614457831325302	21.512658227848103	0.015160435678539889	0.8354430379746836	0.012658227848101266	0.038834951456310676	0.8349514563106796	66	1	4	86	70	87	7.807705710674016	0.12455281051348369	0.630394766517838	0.07830386874747271	0.08074007779980963	0.6286800628958572	565.2969032294634	0.0	0.9136293240946625	0.0	0.0016161937538932618	0.8949204950818055	nan	0.0	0.9436804061579871	0.0	0.0	1.0	nan	nan	nan	nan	0.0	1.0	15.969798542354196	0.05319864709038686	0.7700888732702447	0.040029011598607056	0.04822157719947803	0.752444165179539
NM	nan	0.0	0.5833333333333334	0.0	0.0	0.8333333333333334	nan	0.058333333333333334	0.8888888888888888	0.05555555555555555	0.0	0.9523809523809523	nan	0.0	1.0	0.0	0.0	1.0	nan	nan	1.0	0.0	nan	nan	nan	0.030228758169934637	0.8055555555555556	0.027777777777777776	0.0	0.918918918918919	nan	0.03694581280788177	0.7931034482758621	0.034482758620689655	0.0	0.9333333333333333	23	1	0	28	23	29	nan	0.0	0.5577956131553438	0.0	0.0	0.9761652758319458	nan	0.004770340334438581	0.89913057150829	0.0047061777705931776	0.0	0.9865496884190434	nan	0.0	1.0	0.0	0.0	1.0	nan	nan	nan	nan	nan	nan	nan	0.00197673432604612	0.7011828576162585	0.0019427547428611622	0.0	0.9828102427639205
NV	5.140625	0.0	0.4375	0.0	0.0851063829787234	0.8085106382978723	nan	0.0	0.9714285714285714	0.0	0.0	0.8909090909090909	nan	0.0	0.75	0.0	0.0	1.0	nan	0.0	1.0	0.0	0.0	0.8333333333333334	23.504464285714285	0.0	0.8035714285714286	0.0	0.03418803418803419	0.8632478632478633	18.595744680851062	0.0	0.8085106382978723	0.0	0.043478260869565216	0.8695652173913043	38	0	3	60	41	60	1.9804461979183137	0.0	0.3211210480647804	0.0	0.16214580754696448	0.8203854235796022	nan	0.0	0.9968880046307796	0.0	0.0	0.8956066096120081	nan	0.0	1.0	0.0	0.0	1.0	nan	0.0	1.0	0.0	0.0	1.0	7.917742772171823	0.0	0.6434407355109938	0.0	0.08126567811377625	0.8819668217499504
