State	p_0_k_original_tweets (EAs)	p_1_k_original_tweets (EAs)	p_2_k_original_tweets (EAs)	p_0_k_retweets (EAs)	p_1_k_retweets (EAs)	p_2_k_retweets (EAs)	p_0_k_quoted_tweets (EAs)	p_1_k_quoted_tweets (EAs)	p_2_k_quoted_tweets (EAs)	p_0_k_replies (EAs)	p_1_k_replies (EAs)	p_2_k_replies (EAs)	p_0_k_total_tweets (EAs)	p_1_k_total_tweets (EAs)	p_2_k_total_tweets (EAs)	p_0_k_users (EAs)	p_1_k_users (EAs)	p_2_k_users (EAs)	#users_1_k (EAs)	#users_2_k (EAs)	#users_all_k (EAs)	p_0_k_virality_original (EAs)	p_1_k_virality_original (EAs)	p_2_k_virality_original (EAs)	p_0_k_virality_retweet (EAs)	p_1_k_virality_retweet (EAs)	p_2_k_virality_retweet (EAs)	p_0_k_virality_quoted (EAs)	p_1_k_virality_quoted (EAs)	p_2_k_virality_quoted (EAs)	p_0_k_virality_reply (EAs)	p_1_k_virality_reply (EAs)	p_2_k_virality_reply (EAs)	p_0_k_virality_total (EAs)	p_1_k_virality_total (EAs)	p_2_k_virality_total (EAs)
GA	0.410958904109589	0.26785714285714285	0.6517857142857143	0.27184466019417475	0.16374269005847952	0.6023391812865497	0.7	0.3684210526315789	0.5263157894736842	0.0	0.0	0.875	0.3367875647668394	0.20967741935483872	0.6225806451612903	0.3758389261744966	0.22134387351778656	0.5889328063241107	56	149	253	1.330441825412118	0.3363189503985349	0.2527874154094311	0.5515007299637587	0.30386911802193717	0.5509858854437159	0.2231621544598272	0.15389003380841848	0.6895884034679418	0.0	0.0	0.7739043027560571	0.9242985055032498	0.3148166417776125	0.3406006175528817
HI	0.9375	0.4838709677419355	0.5161290322580645	1.5789473684210527	0.5769230769230769	0.36538461538461536	2.3333333333333335	0.6363636363636364	0.2727272727272727	nan	nan	nan	1.368421052631579	0.5531914893617021	0.40425531914893614	1.777777777777778	0.6075949367088608	0.34177215189873417	48	27	79	0.6412935293117665	0.39072446083466633	0.6092755391653337	0.6759621799413101	0.40332566561806205	0.5966689817662291	2.398077084197354	0.5614551395971162	0.23412722772630867	nan	nan	nan	0.6644040232737889	0.3976529820342884	0.598510797804761
IA	0.5	0.3142857142857143	0.6285714285714286	0.7222222222222222	0.35135135135135137	0.4864864864864865	1.4999999999999998	0.6	0.4	nan	nan	nan	0.6428571428571429	0.35064935064935066	0.5454545454545454	0.7647058823529411	0.3939393939393939	0.5151515151515151	26	34	66	1.047921452094826	0.4815755102283435	0.459553060265786	1.631662963416935	0.6198245664077909	0.37987291512077337	1.5084955607614954	0.6013546861942887	0.3986453138057112	nan	nan	nan	1.197051432842378	0.5222585728487664	0.43628749652692234
ID	0.2857142857142857	0.21052631578947367	0.7368421052631579	0.2608695652173913	0.1935483870967742	0.7419354838709677	0.75	0.375	0.5	0.0	0.0	1.0	0.2888888888888889	0.20967741935483872	0.7258064516129032	0.46428571428571425	0.28888888888888886	0.6222222222222222	13	28	45	1.0663274371399234	0.46724957702071557	0.4381858336815947	1.982791728952715	0.6622718133467285	0.3340097720180283	3.1944010938884686	0.7601003255135037	0.237947678820837	0.0	0.0	1.0	1.2546256152807163	0.525110562327566	0.41853964715209097
IL	0.7611940298507462	0.36428571428571427	0.4785714285714286	0.8318584070796461	0.24289405684754523	0.29198966408268734	1.2500000000000002	0.2777777777777778	0.2222222222222222	1.5	0.3333333333333333	0.2222222222222222	0.8385416666666666	0.27710843373493976	0.3304647160068847	1.0652173913043477	0.29817444219066935	0.2799188640973631	147	138	493	2.934592070588743	0.536632474793806	0.18286441927383312	1.9109886736358526	0.6095204728110035	0.3189555653678094	1.5478450917692586	0.5530808961123388	0.3573231578879394	34.01149541807122	0.668112443380661	0.019643724428114233	2.631157269180526	0.5693745233870569	0.2163969938461294
IN	0.3829787234042553	0.2535211267605634	0.6619718309859155	0.3626373626373627	0.24087591240875914	0.6642335766423357	0.08333333333333333	0.07692307692307693	0.9230769230769231	0.39999999999999997	0.2857142857142857	0.7142857142857143	0.34838709677419355	0.23684210526315788	0.6798245614035088	0.4705882352941176	0.2874251497005988	0.6107784431137725	48	102	167	0.4152423450726089	0.14669247348852318	0.3532695430252247	0.8215261548308797	0.40630425666434333	0.4945725151598924	0.11774914308084158	0.10534487439309566	0.8946551256069042	9.428166939149882	0.9041058696283663	0.09589413037163379	0.5886809885539279	0.23208476211310375	0.39424538353652455
KS	0.33333333333333337	0.23333333333333334	0.7	0.7307692307692307	0.36538461538461536	0.5	3.0	0.6666666666666666	0.2222222222222222	0.6666666666666667	0.4	0.6	0.653846153846154	0.3541666666666667	0.5416666666666666	0.8048780487804879	0.39759036144578314	0.4939759036144578	33	41	83	0.5719487079668981	0.3346544807998912	0.5851127489901761	1.4038615653208282	0.48284216114999384	0.343938585596685	17.221046737112918	0.5743452615104192	0.03335135606319754	0.20340594232805356	0.16902521017517483	0.8309747898248252	0.7207077915682318	0.37182652493514096	0.5159185585132374
KY	0.3333333333333333	0.24	0.72	0.3170731707317073	0.20967741935483872	0.6612903225806451	0.8	0.4	0.5	0.6666666666666667	0.4	0.6	0.36470588235294116	0.2440944881889764	0.6692913385826772	0.4745762711864407	0.2916666666666667	0.6145833333333334	28	59	96	0.43823061921211026	0.3044335004713109	0.694687881505515	0.4377515566483863	0.22872786493240727	0.5225061143897373	0.5154748394394257	0.3401389552377638	0.6598555918028159	18.15982855069532	0.9478074661600397	0.052192533839960135	0.48967717612176265	0.30544986316863176	0.6237780277769754
LA	0.4666666666666667	0.30434782608695654	0.6521739130434783	0.1847826086956522	0.13821138211382114	0.7479674796747967	1.0	0.5	0.5	0.0	0.0	1.0	0.29577464788732394	0.208955223880597	0.7064676616915423	0.368421052631579	0.2413793103448276	0.6551724137931034	35	95	145	1.2592038830728263	0.3360986643548181	0.2669136180986346	0.6945812123431685	0.37069095425755544	0.5336898661670249	0.8557810885260652	0.461143339490414	0.5388566605095861	nan	nan	nan	1.0434223141838832	0.3455254334946133	0.3311462950309505
MA	1.03125	0.4520547945205479	0.4383561643835616	0.8088235294117647	0.35947712418300654	0.4444444444444444	3.0	0.6818181818181818	0.22727272727272727	0.6	0.25	0.4166666666666667	0.9636363636363636	0.4076923076923077	0.4230769230769231	1.2597402597402598	0.45539906103286387	0.3615023474178404	97	77	213	3.909173017569103	0.750245045104066	0.1919191199090496	2.1125311409698964	0.6131744510594362	0.2902558164316187	33.5550283887909	0.8493656303489386	0.025312618440003175	2.16211006007451	0.22987811256691523	0.10632118910680859	3.4335020412833215	0.6925212101922152	0.2016952959006762
MD	0.8409090909090908	0.43529411764705883	0.5176470588235295	0.8936170212765957	0.3333333333333333	0.373015873015873	1.2500000000000002	0.5555555555555556	0.4444444444444444	0.5	0.2	0.4	0.8910891089108911	0.38461538461538464	0.43162393162393164	1.2258064516129032	0.4367816091954023	0.3563218390804598	76	62	174	5.418333921737967	0.5342833657363703	0.09860657786203683	2.136404048152346	0.2053063518631646	0.0960990277287306	1.0963089651672147	0.5229710807823437	0.47702891921765633	11.879014303388988	0.6598376910786194	0.055546501942536845	3.864668199631718	0.3955815351076959	0.10235847288142166
ME	0.31578947368421056	0.23076923076923078	0.7307692307692307	0.625	0.3225806451612903	0.5161290322580645	0.5	0.3333333333333333	0.6666666666666666	0.0	0.0	1.0	0.425	0.2698412698412698	0.6349206349206349	0.8095238095238095	0.3953488372093023	0.4883720930232558	17	21	43	0.7002249127157433	0.08054840079422523	0.11503218370484329	3.8693311951665077	0.6330179322641064	0.16359879791496265	0.18651243365017076	0.15719382988375977	0.8428061701162401	0.0	0.0	1.0	1.0370263200506245	0.1394556838360109	0.1344765134111573
MI	0.4767441860465117	0.2867132867132867	0.6013986013986014	0.48113207547169806	0.2849162011173184	0.5921787709497207	0.875	0.4375	0.5	2.3333333333333335	0.7	0.3	0.5221674876847291	0.3045977011494253	0.5833333333333334	0.7022900763358779	0.35658914728682173	0.5077519379844961	92	131	258	1.3064509301668439	0.25731711058541606	0.19695887893206573	0.9920456635370875	0.4154194904020216	0.41875037175291396	0.575153813221094	0.3134850187413518	0.5450455365769182	70.96748290888982	0.9861048356899464	0.013895164310053625	1.2328199516440552	0.31384771175583964	0.25457708673298224
MN	1.3214285714285714	0.5285714285714286	0.4	0.6610169491525424	0.33620689655172414	0.5086206896551724	3.666666666666667	0.6111111111111112	0.16666666666666666	0.09090909090909091	0.08333333333333333	0.9166666666666666	0.8712871287128712	0.4074074074074074	0.4675925925925926	1.0833333333333333	0.4482758620689655	0.41379310344827586	78	72	174	5.233885106726037	0.8045012074996981	0.15371013904486328	1.6686506341806484	0.5618463087128994	0.3367069758067007	49.12603405309608	0.9510038688597262	0.01935844989709262	0.16219080524029506	0.13955609053950518	0.8604439094604949	1.935934427885032	0.6277867189968538	0.32428098284439194
MO	0.5094339622641509	0.313953488372093	0.6162790697674418	0.4262295081967213	0.2549019607843137	0.5980392156862745	1.5999999999999999	0.5714285714285714	0.35714285714285715	0.09090909090909091	0.08333333333333333	0.9166666666666666	0.4769230769230769	0.2897196261682243	0.6074766355140186	0.6097560975609756	0.32894736842105265	0.5394736842105263	50	82	152	2.925972116076188	0.4472900761384805	0.15286887857916748	0.8261559996372819	0.3892711761454564	0.471183621878148	1.7007634769936044	0.5852907237418312	0.3441341089805353	0.0	0.0	1.0	1.725648900764647	0.4280846838288618	0.24807171588564425
MS	0.611111111111111	0.3793103448275862	0.6206896551724138	0.2592592592592593	0.1891891891891892	0.7297297297297297	0.0	0.0	1.0	0.0	0.0	1.0	0.3829787234042553	0.2647058823529412	0.6911764705882353	0.42105263157894735	0.2807017543859649	0.6666666666666666	16	38	57	1.5582442897249258	0.6091069160140585	0.3908930839859411	0.7872672810131304	0.4352745250423105	0.5528929444167398	nan	nan	nan	nan	nan	nan	1.2719349461407687	0.5578949681488999	0.438619105357261
MT	0.5555555555555556	0.3333333333333333	0.6	0.43750000000000006	0.2916666666666667	0.6666666666666666	nan	1.0	0.0	0.0	0.0	1.0	0.576923076923077	0.3488372093023256	0.6046511627906976	0.736842105263158	0.4	0.5428571428571428	14	19	35	8.597071720762333	0.8956457855078158	0.10418033193148651	1.086470137940784	0.520719391139034	0.47927630309836905	nan	1.0	0.0	0.0	0.0	1.0	4.583640798204396	0.8207869949748677	0.1790687863884108
NC	0.40243902439024387	0.25984251968503935	0.6456692913385826	0.2847222222222222	0.1872146118721461	0.6575342465753424	0.42857142857142855	0.2608695652173913	0.6086956521739131	0.39999999999999997	0.2857142857142857	0.7142857142857143	0.3346938775510204	0.21808510638297873	0.651595744680851	0.46540880503144655	0.2740740740740741	0.5888888888888889	74	159	270	1.2450810204863705	0.498395525498605	0.40029164150612057	0.41742864321737283	0.22664428697522845	0.5429533661809718	0.24824700849153808	0.19321232380212808	0.7783067557437013	0.5735504115904884	0.36449446256428747	0.6355055374357126	0.8265963930618077	0.38752719922249246	0.46882275615436375
ND	0.5	0.2857142857142857	0.5714285714285714	0.0625	0.058823529411764705	0.9411764705882353	nan	nan	nan	nan	nan	nan	0.15	0.125	0.8333333333333334	0.42857142857142855	0.2727272727272727	0.6363636363636364	3	7	11	49.36125717857181	0.6615592840428812	0.013402399409107237	0.0	0.0	1.0	nan	nan	nan	nan	nan	nan	0.6156486354555393	0.32096292509926383	0.521341080958902
NE	0.3076923076923077	0.23529411764705882	0.7647058823529411	0.5294117647058824	0.3333333333333333	0.6296296296296297	3.0	0.75	0.25	nan	1.0	0.0	0.5806451612903225	0.36	0.62	0.7727272727272726	0.425	0.55	17	22	40	0.7910157693328591	0.44165762405738446	0.5583423759426155	5.198661727771831	0.8386733658055882	0.16132485815057007	3.05761864836387	0.7535500285609087	0.2464499714390913	nan	1.0	0.0	1.5703185816295337	0.6109428047172432	0.3890565977276167
NH	0.7500000000000001	0.35294117647058826	0.47058823529411764	0.5714285714285715	0.3076923076923077	0.5384615384615384	0.0	0.0	1.0	0.0	0.0	1.0	0.5185185185185186	0.2916666666666667	0.5625	0.7000000000000001	0.34146341463414637	0.4878048780487805	14	20	41	1.1140152049031053	0.08362400320865027	0.07506540560720956	0.7814852363427662	0.09496668183743677	0.12152076254423769	0.0	0.0	1.0	nan	nan	nan	0.9280801059518192	0.0882369003607667	0.09507465982181873
NJ	0.4915254237288136	0.29896907216494845	0.6082474226804123	0.46464646464646464	0.2911392405063291	0.6265822784810127	4.333333333333333	0.7647058823529411	0.17647058823529413	0.0	0.0	0.8333333333333334	0.5301204819277109	0.31654676258992803	0.5971223021582733	0.7669902912621359	0.3891625615763547	0.5073891625615764	79	103	203	0.9925345782135729	0.3272140716242832	0.32967523631592155	1.9463850481154084	0.626542767835093	0.3219007299926314	5.239263843010655	0.8397207031760502	0.16027455923913134	0.0	0.0	0.8952988379319444	1.1493311237081312	0.4070619946229262	0.354172950010791
NM	1.0	0.41379310344827586	0.41379310344827586	0.8571428571428572	0.4090909090909091	0.4772727272727273	0.25	0.2	0.8	nan	1.0	0.0	0.972972972972973	0.43373493975903615	0.4457831325301205	0.9666666666666667	0.4393939393939394	0.45454545454545453	29	30	66	3.6582004128821723	0.273134052845766	0.07466350172722573	3.2141073560642393	0.7061286514294381	0.21969666013088984	0.16739406877369983	0.1433912277364408	0.8566087722635591	nan	nan	nan	3.1159182315557876	0.36323739207627426	0.11657475103090517
NV	0.34042553191489366	0.20253164556962025	0.5949367088607594	0.6363636363636364	0.35353535353535354	0.5555555555555556	0.44444444444444436	0.2857142857142857	0.6428571428571429	0.16666666666666666	0.14285714285714285	0.8571428571428571	0.47863247863247865	0.2814070351758794	0.5879396984924623	0.6811594202898551	0.34057971014492755	0.5	47	69	138	1.2133636129952092	0.2465421405410296	0.2031890011374546	1.853267841495481	0.6015563657248487	0.3245922430939217	0.38999369043222804	0.2803194896489597	0.718779550864741	0.16229948289171525	0.13963654400664977	0.8603634559933503	1.1621922553010728	0.32457564118504034	0.27927878516188964
NY	1.1056910569105691	0.45791245791245794	0.41414141414141414	0.7752808988764045	0.3484848484848485	0.4494949494949495	0.9493670886075949	0.46875	0.49375	6.071428571428571	0.8333333333333334	0.13725490196078433	1.041407867494824	0.4362532523850824	0.4189071986123157	1.2790697674418605	0.45997610513739545	0.35961768219832735	385	301	837	3.810434070538336	0.4847845115902931	0.12722553457585556	2.038053303106988	0.6094733638194028	0.29904682222504575	3.2610126192950677	0.7370040191648322	0.22600465107189624	36.292531852235996	0.964107551699016	0.026564901992077936	4.927096426930576	0.6664747903055647	0.1352672512481671
OH	0.4096385542168675	0.2677165354330709	0.6535433070866141	0.5663716814159293	0.3047619047619048	0.5380952380952381	0.7999999999999999	0.41379310344827586	0.5172413793103449	0.07142857142857142	0.06666666666666667	0.9333333333333333	0.49333333333333335	0.29133858267716534	0.5905511811023622	0.660377358490566	0.3465346534653465	0.5247524752475248	105	159	303	1.3810370428110148	0.49371794261309954	0.3574979723991816	1.527728294289434	0.5131360635104615	0.33588175687295735	2.033181566042223	0.6014741605576639	0.2958290447854538	0.17053072229544	0.1456866693434795	0.8543133306565206	1.4248345827656792	0.5023280227994307	0.35255181820782694
OK	0.24137931034482757	0.16666666666666666	0.6904761904761905	0.40740740740740744	0.26506024096385544	0.6506024096385542	0.8	0.4	0.5	nan	1.0	0.0	0.38636363636363635	0.25	0.6470588235294118	0.4714285714285715	0.2920353982300885	0.6194690265486725	33	70	113	1.255212075691137	0.45803709123825775	0.36490812995569394	0.9641885302081309	0.42008536570005256	0.4356879931037682	0.5949198488107031	0.37300704535582	0.6269870573346876	nan	1.0	0.0	1.1563145444736427	0.4571727879942965	0.39537061103248744
OR	0.47297297297297297	0.2966101694915254	0.6271186440677966	0.7313432835820896	0.35766423357664234	0.48905109489051096	1.0	0.38095238095238093	0.38095238095238093	0.5	0.3333333333333333	0.6666666666666666	0.6158940397350993	0.3333333333333333	0.5412186379928315	1.0232558139534884	0.4292682926829268	0.4195121951219512	88	86	205	2.0344030072383834	0.6206376192288046	0.30507112751042087	1.202095928163092	0.5091596787648819	0.42355993963220767	0.31617746123268525	0.1767851746696586	0.5591327540566108	6.304961040599906	0.8631067305572	0.13689326944280006	1.640311336070987	0.5714783749661858	0.34839628453403204
PA	0.7349397590361445	0.38125	0.51875	0.496551724137931	0.28346456692913385	0.5708661417322834	0.4117647058823529	0.2692307692307692	0.6538461538461539	0.19999999999999998	0.16666666666666666	0.8333333333333334	0.5640000000000001	0.31614349775784756	0.5605381165919282	0.672514619883041	0.34023668639053256	0.5059171597633136	115	171	338	1.6368100663973613	0.3557602325606171	0.21734973401260274	1.3427395723547995	0.21750284905089287	0.16198438887851657	0.4834453064716831	0.32589016132312043	0.6740993385612873	0.4883922350813675	0.3281340923245733	0.6718659076754266	1.460458080237474	0.3101586939494703	0.21237082949963054
RI	0.33333333333333337	0.2	0.6	4.0	0.47058823529411764	0.11764705882352941	nan	nan	nan	0.0	0.0	1.0	1.5	0.391304347826087	0.2608695652173913	1.6	0.38095238095238093	0.23809523809523808	8	5	21	0.11891607726997573	0.10627792350621779	0.8937220764937823	176.14279974517325	0.8227473644271925	0.0046709111335658665	nan	nan	nan	0.0	0.0	1.0	1.4193489394054684	0.5260268889271379	0.3706113939448027
SC	0.22916666666666666	0.16666666666666666	0.7272727272727273	0.13793103448275862	0.1095890410958904	0.7945205479452054	1.0	0.4	0.4	0.0	0.0	1.0	0.18260869565217389	0.1390728476821192	0.7615894039735099	0.23170731707317074	0.17117117117117117	0.7387387387387387	19	82	111	0.9305365026960709	0.4536557758112355	0.4875206663004033	0.04312204215751441	0.03835172262222144	0.8893763074144738	1.4748650288305227	0.4689829278005438	0.31798362469304625	0.0	0.0	1.0	0.6046797228171202	0.35303332593012704	0.5838352314600413
SD	2.5	0.625	0.25	0.19999999999999998	0.1111111111111111	0.5555555555555556	nan	1.0	0.0	0.0	0.0	1.0	0.7777777777777777	0.35	0.45	1.1666666666666665	0.4117647058823529	0.35294117647058826	7	6	17	6.061324325309959	0.7676525646325155	0.12664766368416688	8.922317142911133	0.5044107992527843	0.05653361017922833	nan	1.0	0.0	0.0	0.0	1.0	6.623186654276422	0.7140453647393507	0.10780994134874787
TN	0.23880597014925373	0.17391304347826086	0.7282608695652174	0.2	0.14906832298136646	0.7453416149068323	0.0	0.0	0.9444444444444444	0.0	0.0	0.9166666666666666	0.186046511627907	0.1413427561837456	0.7597173144876325	0.27480916030534347	0.1925133689839572	0.7005347593582888	36	131	187	0.6196732179447847	0.2330717424645193	0.37612040623205845	0.500983131634777	0.2548346062464859	0.5086690352525951	0.0	0.0	0.9999965780762492	0.0	0.0	0.9776091913765039	0.5120467046674624	0.22499389605924072	0.4394011210468743
TX	0.37837837837837834	0.2558746736292428	0.6762402088772846	0.23693379790940763	0.17042606516290726	0.7192982456140351	0.2857142857142857	0.21951219512195122	0.7682926829268293	0.15384615384615385	0.125	0.8125	0.27593582887700535	0.19679633867276888	0.7131960335621663	0.38263665594855306	0.2497376705141658	0.6526757607555089	238	622	953	1.4538340498797488	0.32683071434305355	0.22480606666908562	0.6176303828062132	0.23803639145228186	0.38540265841644616	0.17065392692493897	0.14506007939224724	0.8500248544298132	0.7796806892215976	0.43446780618956976	0.5572381260632802	0.9920614549087566	0.29743831352863126	0.29981843569961875
UT	0.4166666666666667	0.2777777777777778	0.6666666666666666	0.24137931034482762	0.17073170731707318	0.7073170731707317	1.0	0.5	0.5	0.0	0.0	1.0	0.3076923076923077	0.21621621621621623	0.7027027027027027	0.39024390243902435	0.25396825396825395	0.6507936507936508	16	41	63	1.3704976955823098	0.5256677141609393	0.3835597213007999	1.081950505676171	0.4592471719907868	0.42446227399633013	3.0971092153763573	0.7559254714892581	0.24407452851074188	0.0	0.0	1.0	1.1086367437096574	0.4790950138107644	0.43214787578449176
VA	0.5185185185185185	0.3181818181818182	0.6136363636363636	0.5643564356435643	0.3202247191011236	0.5674157303370787	1.7142857142857142	0.5454545454545454	0.3181818181818182	0.058823529411764705	0.05555555555555555	0.9444444444444444	0.547486033519553	0.3202614379084967	0.5849673202614379	0.7758620689655172	0.3879310344827586	0.5	90	116	232	1.9029094042862738	0.3543471691508453	0.1862133679893976	0.5936445594340941	0.3582638065718526	0.6034988460323398	1.8571923587364865	0.6490022039289591	0.3494534106152032	0.6133734879405521	0.3801807160743136	0.6198192839256863	1.1419847677347224	0.36016480855810046	0.3153849497244477
VT	0.2727272727272727	0.21428571428571427	0.7857142857142857	0.6666666666666666	0.3333333333333333	0.5	nan	nan	nan	nan	nan	nan	0.45	0.28125	0.625	0.8181818181818182	0.391304347826087	0.4782608695652174	9	11	23	1.981224636074837	0.6645673768090727	0.33543262319092726	0.2882712647468189	0.2237628808162124	0.7762233291366639	nan	nan	nan	nan	nan	nan	1.0592454713585042	0.5143828209843492	0.48561248066951146
