State	p_0_k_original_tweets (EAs)	p_1_k_original_tweets (EAs)	p_2_k_original_tweets (EAs)	p_0_k_retweets (EAs)	p_1_k_retweets (EAs)	p_2_k_retweets (EAs)	p_0_k_quoted_tweets (EAs)	p_1_k_quoted_tweets (EAs)	p_2_k_quoted_tweets (EAs)	p_0_k_replies (EAs)	p_1_k_replies (EAs)	p_2_k_replies (EAs)	p_0_k_total_tweets (EAs)	p_1_k_total_tweets (EAs)	p_2_k_total_tweets (EAs)	p_0_k_users (EAs)	p_1_k_users (EAs)	p_2_k_users (EAs)	#users_1_k (EAs)	#users_2_k (EAs)	#users_all_k (EAs)	p_0_k_virality_original (EAs)	p_1_k_virality_original (EAs)	p_2_k_virality_original (EAs)	p_0_k_virality_retweet (EAs)	p_1_k_virality_retweet (EAs)	p_2_k_virality_retweet (EAs)	p_0_k_virality_quoted (EAs)	p_1_k_virality_quoted (EAs)	p_2_k_virality_quoted (EAs)	p_0_k_virality_reply (EAs)	p_1_k_virality_reply (EAs)	p_2_k_virality_reply (EAs)	p_0_k_virality_total (EAs)	p_1_k_virality_total (EAs)	p_2_k_virality_total (EAs)
SD	1.0	0.4375	0.4375	0.18181818181818182	0.15384615384615385	0.8461538461538461	0.3333333333333333	0.25	0.75	0.0	0.0	1.0	0.43478260869565216	0.2857142857142857	0.6571428571428571	0.5384615384615384	0.3181818181818182	0.5909090909090909	7	13	22	0.11602277684190415	0.09952265854022253	0.8577855249563184	2.373522843330568	0.7035739651275836	0.2964260348724163	0.7059961223457729	0.41383219639152324	0.5861678036084769	0.0	0.0	1.0	0.18448860607002923	0.14978394359217578	0.8118872313194233
TN	0.34108527131782945	0.2268041237113402	0.6649484536082474	0.22406639004149378	0.17763157894736842	0.7927631578947368	0.3529411764705882	0.24	0.68	0.11999999999999998	0.10714285714285714	0.8928571428571429	0.25970873786407767	0.19419237749546278	0.7477313974591652	0.36864406779661013	0.25513196480938416	0.6920821114369502	87	236	341	0.5756330036956846	0.21995930764358257	0.38211726261593354	0.5818088548280863	0.3263135529311083	0.5608604101213411	1.5863405057596978	0.5341458196533211	0.3367157414905187	1.348346252238799	0.5741684178614422	0.42583158213855743	0.61478840926639	0.2632560538490908	0.42820594838999476
TX	0.3466003316749585	0.2190775681341719	0.6320754716981132	0.17349607672188316	0.13857938718662952	0.7987465181058496	0.26277372262773724	0.2011173184357542	0.7653631284916201	0.3617021276595745	0.2463768115942029	0.6811594202898551	0.23836608066184073	0.17475360121304018	0.733131159969674	0.29187396351575456	0.2026482440990213	0.694300518134715	352	1206	1737	0.8676164840563195	0.3033562654080541	0.34964327094131414	0.5646842733235687	0.26412022912854827	0.4677308039305093	0.8679584883382732	0.4196006254438023	0.4834339787921626	1.8696212684212703	0.576608358387131	0.3084091779047987	0.7675696950078568	0.30138536939248783	0.39264886479058153
UT	0.2631578947368421	0.18181818181818182	0.6909090909090909	0.3018867924528302	0.22535211267605634	0.7464788732394366	0.5	0.3125	0.625	0.0	0.0	1.0	0.25833333333333336	0.19254658385093168	0.7453416149068323	0.3380281690140845	0.2376237623762376	0.7029702970297029	24	71	101	1.0242516639059762	0.33197610790032783	0.32411576138850423	0.9625702202961245	0.4075413334632193	0.42338867842581246	0.5116836512876756	0.3268531019509735	0.6387796466203924	0.0	0.0	1.0	0.9106175038472194	0.3402431313226245	0.3736400078904144
VA	0.3488372093023256	0.2112676056338028	0.6056338028169014	0.285140562248996	0.21385542168674698	0.75	0.9	0.42857142857142855	0.47619047619047616	0.03125	0.030303030303030304	0.9696969696969697	0.313953488372093	0.21774193548387097	0.6935483870967742	0.4456928838951311	0.28132387706855794	0.6312056737588653	119	267	423	0.9617479917708044	0.24704489437903485	0.25687071508635756	0.7224810953325529	0.3674975058314067	0.5086603763137224	2.534761675322422	0.5764142561225385	0.22740372861650535	0.030232696304710517	0.02934550263561878	0.9706544973643815	0.8907503471028049	0.28185359817275935	0.316422664430609
VT	0.08196721311475409	0.07352941176470588	0.8970588235294118	0.7333333333333334	0.4230769230769231	0.5769230769230769	2.0	0.5	0.25	0.3333333333333333	0.25	0.75	0.23750000000000002	0.18627450980392157	0.7843137254901961	0.7083333333333334	0.40476190476190477	0.5714285714285714	17	24	42	0.12492160517653826	0.10596195398007585	0.8482276050674439	4.272690841345021	0.810343517173689	0.18965648282631117	1.9709428229346297	0.5628892610413968	0.2855939068812176	0.024394960371626674	0.023814018337982402	0.9761859816620175	0.3441599591306655	0.24540680389524344	0.7130603005507421
WA	0.6883116883116883	0.363013698630137	0.5273972602739726	0.4485981308411215	0.2857142857142857	0.6369047619047619	0.6666666666666666	0.3870967741935484	0.5806451612903226	0.19999999999999998	0.16	0.8	0.5369458128078818	0.31871345029239767	0.5935672514619883	0.7058823529411765	0.3700440528634361	0.5242290748898678	168	238	454	1.3245946400366633	0.4299152379325173	0.3245636249295239	1.2803748621053175	0.40328661665123766	0.3149754252345398	1.9148580577717549	0.5948523808076844	0.3106509009340832	2.095145554719719	0.675446101684895	0.322386241931174	1.3316717421606294	0.427717919711064	0.3211887030185789
WI	0.1726618705035971	0.13043478260869565	0.7554347826086957	0.375	0.26174496644295303	0.697986577181208	0.16666666666666666	0.1111111111111111	0.6666666666666666	0.25	0.2	0.8	0.25680933852140075	0.1875	0.7301136363636364	0.44	0.2736318407960199	0.6218905472636815	55	125	201	0.3756179887333743	0.16103953028052415	0.42873220961426095	1.0802278605787523	0.4247066428258523	0.39316394098399554	0.028103643870109246	0.010424643546397952	0.37093565498406766	0.6508287062527925	0.3942436327813231	0.605756367218677	0.4826174058519691	0.20481201213051684	0.42437759112512785
WV	0.5	0.2	0.4	0.14814814814814814	0.10256410256410256	0.6923076923076923	nan	1.0	0.0	nan	nan	nan	0.2857142857142857	0.16393442622950818	0.5737704918032787	0.45	0.28125	0.625	9	20	32	0.5328802694273098	0.08888821545280826	0.16680710574691957	0.6073051604479301	0.10782204158710564	0.17754178394858247	nan	1.0	0.0	nan	nan	nan	0.7026346135289464	0.11804662174547066	0.1680057023558625
WY	0.19999999999999998	0.14285714285714285	0.7142857142857143	0.125	0.08	0.64	0.5	0.3333333333333333	0.6666666666666666	nan	nan	nan	0.17857142857142858	0.11904761904761904	0.6666666666666666	0.2173913043478261	0.1388888888888889	0.6388888888888888	5	23	36	0.1410348170082677	0.0911118631295042	0.6460239043254339	0.4844312745536998	0.1135734408222637	0.2344469624239216	1.4348059637468176	0.5892896539233281	0.41071034607667184	nan	nan	nan	0.24387191818158033	0.12069247576013548	0.494901080288675
