State	p_0_k_original_tweets (L)	p_0_k_original_tweets (R)	p_1_k_original_tweets (L)	p_1_k_original_tweets (R)	p_2_k_original_tweets (L)	p_2_k_original_tweets (R)	p_0_k_retweets (L)	p_0_k_retweets (R)	p_1_k_retweets (L)	p_1_k_retweets (R)	p_2_k_retweets (L)	p_2_k_retweets (R)	p_0_k_quoted_tweets (L)	p_0_k_quoted_tweets (R)	p_1_k_quoted_tweets (L)	p_1_k_quoted_tweets (R)	p_2_k_quoted_tweets (L)	p_2_k_quoted_tweets (R)	p_0_k_replies (L)	p_0_k_replies (R)	p_1_k_replies (L)	p_1_k_replies (R)	p_2_k_replies (L)	p_2_k_replies (R)	p_0_k_total_tweets (L)	p_0_k_total_tweets (R)	p_1_k_total_tweets (L)	p_1_k_total_tweets (R)	p_2_k_total_tweets (L)	p_2_k_total_tweets (R)	p_0_k_users (L)	p_0_k_users (R)	p_1_k_users (L)	p_1_k_users (R)	p_2_k_users (L)	p_2_k_users (R)	#users_1_k (L)	#users_1_k (R)	#users_2_k (L)	#users_2_k (R)	#users_all_k (L)	#users_all_k (R)	p_0_k_virality_original (L)	p_0_k_virality_original (R)	p_1_k_virality_original (L)	p_1_k_virality_original (R)	p_2_k_virality_original (L)	p_2_k_virality_original (R)	p_0_k_virality_retweet (L)	p_0_k_virality_retweet (R)	p_1_k_virality_retweet (L)	p_1_k_virality_retweet (R)	p_2_k_virality_retweet (L)	p_2_k_virality_retweet (R)	p_0_k_virality_quoted (L)	p_0_k_virality_quoted (R)	p_1_k_virality_quoted (L)	p_1_k_virality_quoted (R)	p_2_k_virality_quoted (L)	p_2_k_virality_quoted (R)	p_0_k_virality_reply (L)	p_0_k_virality_reply (R)	p_1_k_virality_reply (L)	p_1_k_virality_reply (R)	p_2_k_virality_reply (L)	p_2_k_virality_reply (R)	p_0_k_virality_total (L)	p_0_k_virality_total (R)	p_1_k_virality_total (L)	p_1_k_virality_total (R)	p_2_k_virality_total (L)	p_2_k_virality_total (R)
GA	18.568421052631578	0.014327485380116958	0.5684210526315789	0.010526315789473684	0.030612244897959183	0.7346938775510204	32.6412037037037	0.07510055304172951	0.8194444444444444	0.06944444444444445	0.02510460251046025	0.9246861924686193	8.0	0.11538461538461539	0.8	0.1	0.1	0.8666666666666667	nan	0.0	0.42857142857142855	0.0	0.0	0.8888888888888888	21.29565217391304	0.04519450800915332	0.6739130434782609	0.03804347826086957	0.03164556962025317	0.8417721518987342	16.3943661971831	0.059033211615371235	0.7323943661971831	0.04929577464788732	0.044673539518900345	0.8350515463917526	104	7	13	243	117	250	10.431817541498289	0.008363757258468125	0.3351974642946054	0.006599318425122703	0.03213222077180446	0.789037536741162	23.45974157517601	0.04907251446342767	0.7943596114759561	0.044090265710012094	0.03386054398470058	0.8984717044175777	4.1547559746234395	0.6437511766892194	0.41629475789724596	0.5760899047456736	0.10019716210528497	0.8948953036613859	nan	0.0	0.5146951822718607	0.0	0.0	0.8405636054177913	12.551937896398611	0.053582272198227865	0.4454253906902613	0.044132759421302174	0.035486583375947255	0.82364479165857
HI	23.200000000000003	0.0	0.8	0.0	0.034482758620689655	0.9655172413793104	40.285714285714285	0.14596273291925466	0.8571428571428571	0.14285714285714285	0.02127659574468085	0.9787234042553191	nan	0.0	1.0	0.0	0.0	1.0	nan	nan	nan	nan	nan	nan	35.53333333333333	0.06833333333333333	0.8666666666666667	0.06666666666666667	0.024390243902439025	0.975609756097561	17.916666666666668	0.08739837398373983	0.8333333333333334	0.08333333333333333	0.046511627906976744	0.9534883720930233	10	1	2	41	12	42	42.99621093373603	0.0	0.7261582760508741	0.0	0.016888889980793867	0.9831111100192061	43.860708709261466	0.3556734110723221	0.6495942512605032	0.35040574873949687	0.014810391130851409	0.9851896088691485	nan	0.0	1.0	0.0	0.0	1.0	nan	nan	nan	nan	nan	nan	45.486019860702655	0.03071598815982514	0.7333597491316673	0.03022076194657974	0.01612275049295418	0.9838772495070457
IA	9.6	0.48000000000000004	0.64	0.32	0.06666666666666667	0.6666666666666666	13.565217391304348	0.24051803885291395	0.782608695652174	0.21739130434782608	0.057692307692307696	0.9038461538461539	1.2000000000000002	1.2000000000000002	0.8	0.2	0.6666666666666666	0.16666666666666666	nan	0.0	1.0	0.0	0.0	1.0	8.066115702479339	0.3375494071146245	0.7272727272727273	0.2545454545454545	0.09016393442622951	0.7540983606557377	9.945945945945947	0.13813813813813813	0.8648648648648649	0.10810810810810811	0.08695652173913043	0.782608695652174	32	4	6	54	38	58	3.230825844875144	1.5778077508655088	0.10165640910616174	0.8914284125548096	0.03146452764311419	0.5649791060196119	10.216529055436279	0.11788453387303027	0.9059444765918795	0.09405552340812043	0.0886743894796463	0.7978614354061465	1.3301301690218952	0.351104820950701	0.9705107405243905	0.02948925947560958	0.7296359131813774	0.08398990192091438	nan	0.0	1.0	0.0	0.0	1.0	6.370963078744611	1.084163301963638	0.33006610445805623	0.6648911891015187	0.05180788216451181	0.6132758671108557
ID	nan	0.16666666666666666	0.3333333333333333	0.16666666666666666	0.0	1.0	nan	0.0	1.0	0.0	0.0	0.9607843137254902	nan	0.0	1.0	0.0	0.0	1.0	nan	0.0	1.0	0.0	0.0	1.0	nan	0.09318181818181819	0.6363636363636364	0.09090909090909091	0.0	0.975609756097561	nan	0.11594202898550723	0.5555555555555556	0.1111111111111111	0.0	0.9583333333333334	5	1	0	46	5	47	nan	0.1077264106600107	0.1497566655855271	0.1077264106600107	0.0	1.0	nan	0.0	1.0	0.0	0.0	0.9886683545445144	nan	0.0	1.0	0.0	0.0	1.0	nan	nan	nan	nan	0.0	1.0	nan	0.10575262165145273	0.1678566175906125	0.10543313438990727	0.0	0.9969789187581708
IL	17.353689567430024	0.027304756312389898	0.8396946564885496	0.022900763358778626	0.04838709677419355	0.8387096774193549	25.075187969924812	0.06487292611694524	0.8646616541353384	0.06015037593984962	0.034482758620689655	0.9272030651340997	4.500000000000001	0.11842105263157894	0.8333333333333334	0.08333333333333333	0.18518518518518517	0.7037037037037037	5.333333333333333	0.13333333333333333	0.8888888888888888	0.1111111111111111	0.16666666666666666	0.8333333333333334	16.56	0.05365126676602086	0.8518518518518519	0.04713804713804714	0.051440329218107	0.8786008230452675	10.547169811320755	0.07985958753839403	0.8113207547169812	0.0660377358490566	0.07692307692307693	0.8269230769230769	172	14	24	258	196	272	33.86972181679595	0.0570589705487271	0.6969730570306738	0.0409801741537202	0.020578056731633557	0.7182073871929399	8.54992307650399	0.11000009988278639	0.8243214165635452	0.09221773055624372	0.0964127290020725	0.8383422438207677	14.718977935530154	0.10683660345716343	0.5193366327058665	0.0744132657882219	0.03528347110652563	0.6965147091938223	2.3197225215819643	0.0052024004701497475	0.9970336291293734	0.002966370870626593	0.42980728076452596	0.570192719235474	14.857070171007077	0.08168053715971325	0.7359448444677741	0.061499175813440145	0.049534991488694606	0.7529232538369369
IN	nan	0.0	0.7096774193548387	0.0	0.0	0.821917808219178	73.47826086956522	0.046801440044309056	0.8695652173913043	0.043478260869565216	0.011834319526627219	0.9289940828402367	11.0	0.0	0.5	0.0	0.045454545454545456	0.9090909090909091	8.666666666666666	0.36111111111111105	0.6666666666666666	0.3333333333333333	0.07692307692307693	0.9230769230769231	54.89329268292683	0.04069938289744343	0.7926829268292683	0.036585365853658534	0.01444043321299639	0.8989169675090253	36.48461538461538	0.05234521575984991	0.7846153846153846	0.046153846153846156	0.021505376344086023	0.8817204301075269	51	3	4	164	55	167	nan	0.0	0.6400335103838035	0.0	0.0	0.7783169943063838	226.38617038590104	0.036936003091791486	0.8769035739553702	0.03330229682552458	0.003873485612926744	0.9016215626461639	0.09071560436510218	0.0	0.047995592942099395	0.0	0.5290775856922257	0.255931475192279	24.737024419946884	0.2952356336622889	0.7132773093181805	0.28672269068181955	0.028834402117621873	0.9711655978823781	21.36981673652313	0.022619426824038683	0.7010722235572392	0.017837936820293346	0.03280665586425163	0.7886113542601427
KS	31.166666666666668	0.14912280701754385	0.6111111111111112	0.1111111111111111	0.0196078431372549	0.7450980392156863	nan	0.0	0.9473684210526315	0.0	0.0	0.9393939393939394	8.8	0.22000000000000003	0.8	0.2	0.09090909090909091	0.9090909090909091	nan	0.0	0.5	0.0	0.0	1.0	51.0	0.07894736842105263	0.7727272727272727	0.06818181818181818	0.015151515151515152	0.8636363636363636	69.94871794871794	0.08906882591093118	0.7948717948717948	0.07692307692307693	0.011363636363636364	0.8636363636363636	31	3	1	76	32	79	nan	0.2033978835393728	0.5144676736338595	0.12996018906029447	0.0	0.6389456310893097	nan	0.0	0.9995333467053816	0.0	0.0	0.9318870662262657	nan	0.0	1.0	0.0	0.0	1.0	nan	0.0	0.18905382356980283	0.0	0.0	1.0	nan	0.11562374582492219	0.6289005362764719	0.08466505430153827	0.0	0.7322462500889596
KY	18.85	0.11372549019607844	0.65	0.1	0.034482758620689655	0.8793103448275862	nan	0.118625678119349	0.7714285714285715	0.11428571428571428	0.0	0.9634146341463414	nan	0.0	0.8571428571428571	0.0	0.0	1.0	nan	0.0	1.0	0.0	0.0	1.0	56.53846153846153	0.09890109890109891	0.7538461538461538	0.09230769230769231	0.013333333333333334	0.9333333333333333	40.280701754385966	0.114460909555442	0.7192982456140351	0.10526315789473684	0.017857142857142856	0.9196428571428571	41	6	2	103	43	109	5.703859762846107	0.23843310938146392	0.713069807030345	0.20590639686478313	0.125015311855167	0.8635813935360713	nan	0.05828989508182732	0.7202166957934513	0.05668118565008173	0.0	0.9724015726999117	nan	0.0	0.858523905065908	0.0	0.0	1.0	nan	0.0	1.0	0.0	0.0	1.0	10.43543120261325	0.1632058562115004	0.7416007365840693	0.1491486218790857	0.07106565336738141	0.9138680764359474
LA	9.244444444444445	0.022695035460992906	0.43333333333333335	0.016666666666666666	0.046875	0.734375	33.6	0.12	0.8888888888888888	0.1111111111111111	0.026455026455026454	0.9259259259259259	5.142857142857143	0.1714285714285714	0.8571428571428571	0.14285714285714285	0.16666666666666666	0.8333333333333334	0.4444444444444444	1.3333333333333333	0.3333333333333333	0.3333333333333333	0.75	0.25	12.1593973037272	0.07141276934648909	0.5876288659793815	0.061855670103092786	0.048327137546468404	0.8661710037174721	12.768199233716475	0.12429831595829992	0.7413793103448276	0.10344827586206896	0.05806451612903226	0.832258064516129	43	6	9	129	52	135	220.49395567230462	0.013739505672028097	0.6864641983365011	0.01254572586147508	0.0031133016605530703	0.9131133361672973	21.776586216878748	0.20408301167053508	0.8179389418757171	0.18206105812428294	0.03756047590424175	0.8920931567699341	9.966974482585135	0.021539307149011616	0.9805797922191695	0.01942020778083058	0.09838289381923214	0.9016171061807678	0.0	0.5696106652514288	0.0	0.42219482216726206	0.2588010584722754	0.7411989415277246	29.194408186717848	0.04337388925272161	0.6969387548045692	0.039139396646601037	0.023872337138919817	0.902372310183024
MA	6.055555555555555	0.0625358577165806	0.7777777777777778	0.047619047619047616	0.12844036697247707	0.7614678899082569	19.719827586206897	0.05008210180623974	0.8620689655172413	0.04597701149425287	0.04371584699453552	0.9180327868852459	26.0	0.0	1.0	0.0	0.038461538461538464	0.8846153846153846	12.0	0.0	0.8	0.0	0.06666666666666667	0.6	11.658284023668639	0.048738160453300435	0.8402366863905325	0.04142011834319527	0.07207207207207207	0.8498498498498499	10.546343537414966	0.057762750070442376	0.8231292517006803	0.047619047619047616	0.07804878048780488	0.824390243902439	121	7	16	169	137	176	4.903885362814038	0.020145449095066582	0.72965143568756	0.013096119591303704	0.14879047565436113	0.6500783144373193	5.8908217035502055	0.04872962442694107	0.8233647731992298	0.039794653743074164	0.13977078489797354	0.8166419136420218	38.35406024222872	0.0	1.0	0.0	0.026072858875550716	0.7347679285374167	13.016991850797716	0.0	0.9686907519325196	0.0	0.07441740480717561	0.31182193395743596	5.794655412581326	0.027719624417577568	0.7718042969323279	0.019268488602135966	0.13319244061632904	0.6951208397296117
MD	21.159375	0.0	0.7625	0.0	0.036036036036036036	0.7477477477477478	30.79310344827586	0.07279693486590039	0.8103448275862069	0.06896551724137931	0.02631578947368421	0.9473684210526315	15.545454545454547	0.0	0.8181818181818182	0.0	0.05263157894736842	0.631578947368421	nan	0.25	0.75	0.25	0.0	1.0	24.01960784313725	0.03924772523388441	0.7843137254901961	0.032679738562091505	0.0326530612244898	0.8326530612244898	13.607142857142858	0.059860482654600304	0.75	0.04807692307692308	0.05511811023622047	0.8031496062992126	78	5	7	102	85	107	26.742309967390685	0.0	0.5560487421211003	0.0	0.02079284634719816	0.7703628312441659	13.054203846733786	0.007517631802373648	0.9113046736329189	0.006718209537907532	0.06980928782270632	0.8936603593416609	1.9614107555307374	0.0	0.848951968093898	0.0	0.4328272217841389	0.37253389821992866	nan	0.22396971443684255	0.7760302855631573	0.22396971443684255	0.0	1.0	13.634537619717984	0.012099257715455614	0.6605687887546208	0.009298257766404007	0.048448198771282126	0.768498199234685
ME	nan	0.07037037037037037	0.8666666666666667	0.06666666666666667	0.0	0.9473684210526315	16.666666666666668	0.0819672131147541	0.7692307692307693	0.07692307692307693	0.046153846153846156	0.9384615384615385	nan	0.0	1.0	0.0	0.0	0.7142857142857143	1.0	1.0	0.5	0.5	0.5	0.5	22.75	0.10194174757281554	0.8125	0.09375	0.03571428571428571	0.9196428571428571	12.887931034482758	0.12007389162561576	0.7931034482758621	0.10344827586206896	0.06153846153846154	0.8615384615384616	23	3	4	56	27	59	nan	0.002122166237511744	0.8960957882932311	0.0011354552520372507	0.0	0.5350453852138278	8.731881873723488	0.0013916612645806573	0.8602854843157465	0.0012175027209419974	0.09852234567036117	0.8748556505299167	nan	0.0	1.0	0.0	0.0	0.8236787108285321	0.6525856633711933	3.5086568400862266	0.5732047231544523	0.42679527684554763	0.8783593562159075	0.12164064378409231	40.98355117326504	0.05454135838126211	0.8672679503576781	0.03300704838206139	0.021161366585612677	0.6051746667424602
MI	33.5609756097561	0.04161827332559039	0.7804878048780488	0.036585365853658534	0.023255813953488372	0.8790697674418605	41.503370786516854	0.060482907004542195	0.8202247191011236	0.056179775280898875	0.019762845849802372	0.9288537549407114	8.25	0.16176470588235295	0.75	0.125	0.09090909090909091	0.7727272727272727	13.0	0.0	1.0	0.0	0.07692307692307693	0.8461538461538461	30.87152209492635	0.059193183957823386	0.7978723404255319	0.05319148936170213	0.02584493041749503	0.8986083499005965	21.390000000000004	0.06974999999999999	0.7666666666666667	0.06	0.035842293906810034	0.8602150537634409	115	9	10	240	125	249	35.31776730424287	0.030279975300251855	0.772620197040173	0.026843828886927587	0.02187624688685672	0.8865208316964616	18.548471776311157	0.023998919999715047	0.9288344466630576	0.021206690898781973	0.050076063293219744	0.8836518851279046	19.982539014876902	0.10243045833560102	0.7785859458600626	0.09294812664005488	0.03896331418547008	0.9074266399894606	nan	nan	nan	nan	0.004351616318551079	0.8961943018340977	27.226112214524083	0.02978275214367753	0.8401312142544334	0.026407955179953882	0.030857553499917468	0.8866861951695061
