State	p_0_k_original_tweets (All)	p_1_k_original_tweets (All)	p_2_k_original_tweets (All)	p_0_k_retweets (All)	p_1_k_retweets (All)	p_2_k_retweets (All)	p_0_k_quoted_tweets (All)	p_1_k_quoted_tweets (All)	p_2_k_quoted_tweets (All)	p_0_k_replies (All)	p_1_k_replies (All)	p_2_k_replies (All)	p_0_k_total_tweets (All)	p_1_k_total_tweets (All)	p_2_k_total_tweets (All)	p_0_k_users (All)	p_1_k_users (All)	p_2_k_users (All)	#users_1_k (All)	#users_2_k (All)	#users_all_k (All)	p_0_k_virality_original (All)	p_1_k_virality_original (All)	p_2_k_virality_original (All)	p_0_k_virality_retweet (All)	p_1_k_virality_retweet (All)	p_2_k_virality_retweet (All)	p_0_k_virality_quoted (All)	p_1_k_virality_quoted (All)	p_2_k_virality_quoted (All)	p_0_k_virality_reply (All)	p_1_k_virality_reply (All)	p_2_k_virality_reply (All)	p_0_k_virality_total (All)	p_1_k_virality_total (All)	p_2_k_virality_total (All)
HI	0.3101851851851852	0.20615384615384616	0.6646153846153846	0.09188034188034187	0.08067542213883677	0.8780487804878049	0.125	0.10526315789473684	0.8421052631578947	0.27586206896551724	0.21621621621621623	0.7837837837837838	0.16294349540078845	0.13025210084033614	0.7993697478991597	0.33189655172413796	0.22781065088757396	0.6863905325443787	77	232	338	0.7092532839863895	0.3214738858927146	0.45325681692421127	0.1631706011754011	0.11917342883730268	0.7303609104755124	0.7331925692049833	0.3584242340167626	0.4888541551988311	2.30808279646612	0.6977101053612516	0.30228989463874856	0.5590271557044366	0.2868451611260179	0.5131148964750397
IA	0.24532710280373832	0.17269736842105263	0.7039473684210527	0.2222222222222222	0.17293233082706766	0.7781954887218046	0.3962264150943396	0.25925925925925924	0.654320987654321	0.13999999999999999	0.11666666666666667	0.8333333333333334	0.23809523809523808	0.1756440281030445	0.7377049180327869	0.4873417721518988	0.3055555555555556	0.626984126984127	154	316	504	1.0699534377469124	0.37505085398585725	0.35053007051936036	0.6261636411141595	0.32599861527887297	0.5206284649469743	1.3107072626908423	0.3304984703648683	0.2521527726079468	0.9046089443294482	0.44514699793355716	0.4920877697749579	0.9556724522439067	0.3681076314520787	0.3851817959048277
ID	0.3433734939759036	0.22007722007722008	0.640926640926641	0.09090909090909091	0.08083140877598152	0.8891454965357968	0.07547169811320754	0.06896551724137931	0.9137931034482759	0.2222222222222222	0.17777777777777778	0.8	0.16249999999999998	0.13081761006289308	0.8050314465408805	0.23346303501945523	0.18018018018018017	0.7717717717717718	60	257	333	1.0120003680762975	0.33632935156030264	0.3323411356061343	0.4736786724655531	0.2654880185765217	0.5604812587288877	0.10150958676689191	0.07192007028232544	0.7085052020503614	0.2598254344085516	0.19467172096989982	0.7492404329585242	0.7510093304447529	0.3086928248609962	0.4110372699074007
IL	0.7370766488413547	0.34315352697095436	0.46556016597510375	0.36960431654676257	0.2560747663551402	0.6928348909657321	0.6979166666666666	0.39067055393586003	0.5597667638483965	0.5140845070422535	0.3133047210300429	0.6094420600858369	0.5043478260869566	0.29954809554551326	0.5939315687540349	0.7105263157894736	0.37122736418511065	0.5224681421864521	1107	1558	2982	1.2966228344468376	0.33010764573215545	0.25459033803996306	0.8012224274772645	0.3559507650244599	0.44425961233412975	1.5005708744526687	0.5031519593626113	0.33530702743123364	1.6875156586262534	0.5628588029478532	0.33354286229619734	1.159598066550759	0.35021760495542675	0.30201637537837056
IN	0.47937131630648333	0.2620837808807734	0.5467239527389903	0.15710186513629842	0.13168971737823212	0.8382441371016236	0.18248175182481752	0.14705882352941177	0.8058823529411765	0.16417910447761194	0.13924050632911392	0.8481012658227848	0.23459061637534498	0.17453798767967146	0.7440109514031485	0.3709856035437431	0.24851632047477745	0.6698813056379822	335	903	1348	1.182196281550157	0.32286488787799345	0.2731059917179204	0.5747467618757276	0.32285639856048	0.5617367856180951	1.1135423602700572	0.46199195895059475	0.4148849432531261	0.1656613357133631	0.14075909506768028	0.849679826988899	0.8432116560573515	0.3157335406405305	0.3744416225421055
KS	0.3284883720930233	0.21401515151515152	0.6515151515151515	0.2084006462035541	0.1664516129032258	0.7987096774193548	0.35	0.25301204819277107	0.7228915662650602	0.14925373134328357	0.12048192771084337	0.8072289156626506	0.2504587155963303	0.18584070796460178	0.742001361470388	0.443127962085308	0.2850609756097561	0.6432926829268293	187	422	656	0.4707463390779795	0.22822362498129484	0.48481232042781625	0.7428830789943475	0.3565151858022234	0.47990753307350015	0.7553151172577252	0.3846414712842591	0.5092463562502927	0.4965875248655414	0.14747132927672274	0.2969694603517332	0.5516932697087353	0.2635326307313346	0.47767961873173803
KY	0.38700564971751417	0.22986577181208054	0.5939597315436241	0.19404630650496138	0.15827338129496402	0.8156474820143885	0.25	0.18478260869565216	0.7391304347826086	0.29411764705882354	0.22388059701492538	0.7611940298507462	0.25	0.18478843063738618	0.7391537225495447	0.36645962732919257	0.24455958549222798	0.6673575129533679	236	644	965	0.8923079434756328	0.3090464035112632	0.34634500989366424	0.43179386271817627	0.2720222540675576	0.6299817518367588	0.6962521492547028	0.3113292610474078	0.4471501615911241	0.5792800155804284	0.36082360215405296	0.6228828760690356	0.6923940454980336	0.301247884533175	0.4350815644529262
LA	0.6622340425531915	0.32087628865979384	0.4845360824742268	0.17985611510791366	0.14638906961613532	0.8139232270657124	0.44943820224719094	0.29850746268656714	0.664179104477612	0.2753623188405797	0.19387755102040816	0.7040816326530612	0.29859943977591036	0.20943025540275048	0.7013752455795678	0.44322845417236667	0.2766865926558497	0.6242527754056362	324	731	1171	1.7372554625792025	0.42290678768849516	0.2434338511508434	0.5901733729621478	0.3062038421054632	0.5188371013226012	2.676055783136043	0.6643159868019223	0.24824444654267147	0.3975473002141393	0.22884971887798455	0.5756540636918284	1.1738673443630356	0.3934113398516114	0.3351412250632838
MA	0.5926493108728943	0.31260096930533116	0.5274636510500808	0.35653871177618734	0.255358807082945	0.7162162162162162	0.4545454545454546	0.29880478087649404	0.6573705179282868	0.27450980392156865	0.208955223880597	0.7611940298507462	0.4194577352472089	0.27424400417101147	0.6538060479666319	0.6996402877697842	0.3870646766169154	0.5532338308457712	778	1112	2010	1.5612962301321307	0.41357082671553297	0.2648894032623988	0.8139942343641391	0.4093257907207683	0.5028607985663656	0.826230868131085	0.38498766025532327	0.4659565202715754	0.5155734150613639	0.3210746623984857	0.6227525567047928	1.190205572423078	0.40847967571950067	0.34320094375621013
MD	0.9043478260869565	0.39423805913570886	0.4359363153904473	0.37127659574468086	0.25737463126843657	0.6932153392330384	0.5131578947368421	0.3277310924369748	0.6386554621848739	0.25	0.1889763779527559	0.7559055118110236	0.5524599881446355	0.31906881205066756	0.577541937692571	0.8589951377633712	0.4137392661982826	0.4816549570647931	530	617	1281	1.8882233864626492	0.43249906724102744	0.22905079470033493	1.1817777046118592	0.4414077489307787	0.3735116572331629	0.6925703190422677	0.3657144273110036	0.5280538556961809	0.4645742376138208	0.2836241643580387	0.6105034274281099	1.592661677589038	0.4296063784219753	0.26974114117714626
ME	0.22255192878338279	0.15723270440251572	0.7064989517819706	0.19206349206349205	0.15433673469387754	0.8035714285714286	0.4186046511627907	0.2903225806451613	0.6935483870967742	0.09420289855072463	0.08176100628930817	0.8679245283018868	0.19773519163763068	0.15317139001349528	0.7746288798920378	0.5393939393939394	0.3242258652094718	0.6010928961748634	178	330	549	0.508840749450904	0.25191249415105177	0.4950713841666445	0.5103533139646891	0.2901274736450163	0.5684835695317734	1.6816881845958673	0.5974589186096249	0.3552733045770922	0.7611858506461803	0.3703370603933138	0.4865264640415084	0.5440452340132133	0.27873819805052497	0.5123437916997822
MI	0.35263929618768325	0.22445170321978536	0.6364909006066263	0.20360824742268038	0.1629425919559986	0.8002750085940186	0.3551912568306011	0.25096525096525096	0.7065637065637066	0.20588235294117646	0.16091954022988506	0.7816091954022989	0.2612814759411618	0.1910665451230629	0.7312670920692799	0.4390402075226978	0.2791752577319588	0.6358762886597938	677	1542	2425	0.7728850248676903	0.29073950453915076	0.3761743275966853	0.6660270978636847	0.34539413190849394	0.5185887076011816	0.6437447691326175	0.28057522656775025	0.4358485536834694	0.36223817588883217	0.15417227958133972	0.42561024718900387	0.7219386322725773	0.29734198298252307	0.4118660086751775
MN	0.4925650557620818	0.2874186550976139	0.5835140997830802	0.3431693989071038	0.24550430023455824	0.7154026583268178	0.49484536082474223	0.3157894736842105	0.6381578947368421	0.26666666666666666	0.1839080459770115	0.6896551724137931	0.39937888198757765	0.2635245901639344	0.6598360655737705	0.6293494704992436	0.3586206896551724	0.5698275862068966	416	661	1160	1.144178341456832	0.39817352404614365	0.34799952911114085	0.91364964393989	0.41412536002118394	0.4532649498284374	0.6432839361684494	0.3260105518329329	0.5067910661266136	0.7170552747082075	0.3160809488488961	0.44080416112623877	1.0439303575362273	0.3966908988017429	0.3799974739100129
MO	0.5629522431259044	0.33050127442650806	0.5870858113848768	0.21822962313759858	0.1733983286908078	0.7945682451253482	0.28865979381443296	0.2074074074074074	0.7185185185185186	0.11851851851851852	0.10126582278481013	0.8544303797468354	0.3304263565891473	0.23468685478320717	0.7102546455609084	0.389768574908648	0.26037428803905616	0.6680227827502034	320	821	1229	1.1459750908688418	0.40977634034311067	0.3575787498421378	0.9751833118681953	0.40220700734404274	0.41244246332878653	1.1019175027916934	0.37423807034909407	0.33962439964967145	0.19578710673041208	0.15560694462152855	0.7947762609097168	1.0095891689276013	0.39490542511812043	0.39115457779484114
MS	0.3705882352941176	0.20588235294117646	0.5555555555555556	0.15109343936381708	0.12687813021702837	0.8397328881469115	0.46875	0.3	0.64	0.30000000000000004	0.2	0.6666666666666666	0.2206896551724138	0.16243654822335024	0.7360406091370558	0.36419753086419754	0.24032586558044808	0.659877800407332	118	324	491	1.5419559608166935	0.27959532017672306	0.18132510089888432	0.4805201279081464	0.26345433807750274	0.5482691000362491	2.022030404535799	0.5055525284394632	0.25002221890700194	2.612822788104381	0.585758429683984	0.22418605362400232	1.0382400261488056	0.2956896539267897	0.28479893519767846
MT	0.42857142857142855	0.2688679245283019	0.6273584905660378	0.21951219512195122	0.17704918032786884	0.8065573770491803	0.23333333333333334	0.1891891891891892	0.8108108108108109	0.2857142857142857	0.20689655172413793	0.7241379310344828	0.2883720930232558	0.21269296740994853	0.7375643224699828	0.3333333333333333	0.23985239852398524	0.7195571955719557	65	195	271	1.7270374678825322	0.5435375034139645	0.3147224733232795	1.04170737436168	0.4808349057257747	0.4615834710975456	0.5529404014513187	0.3560602846925496	0.6439397153074505	0.3022953652201883	0.19159271017539317	0.6337930786197775	1.3691069792535828	0.5082877793182766	0.3712549764338998
NC	0.5247724974721941	0.2948863636363636	0.5619318181818181	0.191792656587473	0.15481171548117154	0.8071827057182706	0.3757225433526012	0.26639344262295084	0.7090163934426229	0.26865671641791045	0.1836734693877551	0.6836734693877551	0.29465522016062035	0.20994475138121546	0.7125098658247829	0.4351042367182246	0.2776824034334764	0.6381974248927038	647	1487	2330	1.1993759814032234	0.3587635677712517	0.299125189543576	0.5660752101431216	0.3047346656593004	0.5383289361536499	1.213858276362259	0.5086020148594202	0.41899620801171283	0.6836051342639927	0.19848890419221793	0.2903560758154956	0.9469882551977721	0.3432943103595094	0.3625116874208907
ND	0.37777777777777777	0.20238095238095238	0.5357142857142857	0.11818181818181818	0.09774436090225563	0.8270676691729323	1.0	0.5	0.5	0.28571428571428575	0.18181818181818182	0.6363636363636364	0.2121212121212121	0.14957264957264957	0.7051282051282052	0.35	0.224	0.64	28	80	125	1.4431621641856416	0.30164151689525853	0.20901429124250293	0.3658204537474227	0.18151924373216385	0.49619763431131736	1.6810929706524507	0.6270177830660428	0.37298221693395717	0.42568533069275194	0.06660383826255808	0.15646261090126903	0.8946807995500253	0.2501573577926856	0.27960514847138873
NE	0.48666666666666664	0.28627450980392155	0.5882352941176471	0.21533923303834807	0.1697674418604651	0.7883720930232558	0.44444444444444436	0.2857142857142857	0.6428571428571429	1.0	0.5	0.5	0.31721470019342357	0.22373806275579808	0.7053206002728513	0.4444444444444444	0.2831858407079646	0.6371681415929203	96	216	339	2.017094027766252	0.5314305748914895	0.2634634615819077	0.7646389963327378	0.37268502633150963	0.4873999732147237	0.48495665014218026	0.28316280384299763	0.5838930216958146	2.194772740803973	0.6869886902351784	0.31301130976482133	1.3825343841271343	0.4765198029655487	0.3446712128367067
NH	0.47787610619469023	0.27835051546391754	0.5824742268041238	0.16666666666666669	0.14114114114114115	0.8468468468468469	0.9523809523809523	0.4878048780487805	0.5121951219512195	0.0	0.0	1.0	0.2768878718535469	0.20543293718166383	0.7419354838709677	0.4174757281553398	0.28762541806020064	0.6889632107023411	86	206	299	0.8321157657593573	0.317078533093315	0.38105098610162874	0.7125039346911289	0.39844222879881347	0.559214075037408	4.480646326726465	0.8175397680519021	0.18246023194809757	0.0	0.0	1.0	0.9179807752906727	0.37902423130942764	0.41288907296496713
NJ	0.815748031496063	0.3734679163662581	0.4578226387887527	0.2356115107913669	0.18450704225352113	0.7830985915492957	0.39160839160839167	0.2731707317073171	0.697560975609756	0.15428571428571428	0.125	0.8101851851851852	0.37924456314383825	0.25241239207719657	0.6655662772981209	0.5432835820895522	0.32098765432098764	0.5908289241622575	546	1005	1701	2.364664177373166	0.4341482281962536	0.18359825989267353	0.7560754261244035	0.33885457432795824	0.4481756219282329	1.2289423964440973	0.49890109823235523	0.40595970948346194	0.8137623822310536	0.36110342738555096	0.44374553957081536	1.6237423138279017	0.41239825885636755	0.2539801145442571
NM	0.36244541484716153	0.21502590673575128	0.5932642487046632	0.18059299191374664	0.1479028697571744	0.8189845474613686	0.3666666666666667	0.2619047619047619	0.7142857142857143	0.1851851851851852	0.14705882352941177	0.7941176470588235	0.25266362252663627	0.1814207650273224	0.7180327868852459	0.4621513944223108	0.30446194225721784	0.6587926509186351	116	251	381	1.2199364169745872	0.33407487098259037	0.2738461335641475	0.5689825547132785	0.2556630977245836	0.4493338075249377	0.6506093490474912	0.3613552714150699	0.5554105116136178	0.19933760742377993	0.11466452286278102	0.5752277472610126	0.9554813181604941	0.3115602622896814	0.3260767702810784
NV	0.4609756097560975	0.2723342939481268	0.590778097982709	0.1275797373358349	0.11012145748987855	0.8631578947368421	0.1507936507936508	0.12751677852348994	0.8456375838926175	0.05185185185185185	0.04844290657439446	0.9342560553633218	0.19123931623931625	0.1512463033375581	0.7908745247148289	0.38135593220338976	0.25832376578645233	0.677382319173364	225	590	871	0.8102502672308458	0.27251782509587247	0.33633784043940373	0.37936502621803436	0.2388465437053641	0.6295955799786631	0.4889848904212927	0.3023360426222491	0.6182932203933065	0.05708550681715771	0.050130615339404994	0.8781671239246606	0.5516271169823744	0.24906026118410277	0.4515011200801079
NY	0.7675946199562089	0.37649585762503834	0.4904878797177048	0.3583513318934485	0.25427841634738185	0.7095785440613027	0.5205278592375366	0.3302325581395349	0.6344186046511628	0.5549645390070922	0.33051742344244983	0.5955649419218585	0.5113511351135114	0.3123396456933415	0.6108124618204032	0.8375176304654441	0.4220926926357691	0.5039806653397783	2969	3545	7034	1.5538109767123522	0.41158706447122645	0.26488876101396025	1.0337703609597046	0.4403278826724579	0.42594361310927686	1.0921073413811406	0.4725423133794416	0.4326885238055793	0.926814943201303	0.3511101395548462	0.37883521638319717	1.3339005734172686	0.41646494229821235	0.31221588070187783
OH	0.4258804258804259	0.24761904761904763	0.5814285714285714	0.17051792828685258	0.1391869918699187	0.816260162601626	0.3763440860215053	0.26217228464419473	0.6966292134831461	0.24309392265193366	0.17813765182186234	0.7327935222672065	0.25915080527086387	0.1866760414835648	0.7203374934083319	0.42873563218390803	0.27326007326007323	0.6373626373626373	746	1740	2730	1.1765792245023592	0.3430261592573922	0.2915453138333945	0.5138362264902558	0.2656690561780156	0.5170306071891053	0.8881464938243773	0.3972630080531216	0.447294461910781	0.9628253483832865	0.4337886915561593	0.45053725713032894	0.9315715673823265	0.3287056382828707	0.35285065559323425
OK	0.26937984496124034	0.1845949535192563	0.6852589641434262	0.12304250559284116	0.10721247563352826	0.8713450292397661	0.3064516129032258	0.22093023255813954	0.7209302325581395	0.04225352112676056	0.0375	0.8875	0.17563188593648738	0.13933161953727508	0.7933161953727507	0.2609351432880845	0.19570135746606335	0.75	173	663	884	0.5789632658556446	0.25197706766229805	0.4352211660439344	0.3874017452237478	0.2411132374307918	0.6223855220154839	1.1908188086142746	0.5052923092298216	0.4243234197970196	0.005253171840880695	0.004591952320295407	0.8741294706105722	0.5093949344684531	0.250570612783768	0.49189851690463937
OR	0.48310387984981223	0.2834067547723935	0.5866372980910426	0.32426127527216175	0.23720136518771331	0.7315130830489193	0.6796116504854369	0.3954802259887006	0.5819209039548022	0.17763157894736845	0.14361702127659576	0.8085106382978723	0.3846153846153846	0.2582496413199426	0.6714490674318508	0.7182926829268291	0.3966329966329966	0.5521885521885522	589	820	1485	1.1931859014676922	0.4048230297629781	0.3392790924406841	0.8550154614128983	0.41691736817699826	0.48761383506217476	2.1692931729505975	0.6408855080719738	0.29543517495160115	0.8492452218860226	0.40498649944496534	0.47687816075733974	1.1032777277350911	0.4145519024791112	0.37574573659720395
PA	0.49725920125293654	0.2794894366197183	0.5620598591549296	0.2309384164222874	0.18160853271836264	0.7863937734217353	0.4184100418410041	0.27932960893854747	0.6675977653631285	0.1972318339100346	0.15789473684210525	0.8005540166204986	0.31369953673064194	0.22012383900928792	0.701702786377709	0.527825588066552	0.32122905027932963	0.6085893854748603	920	1743	2864	1.2820573280824705	0.357547180990006	0.2788854859749346	0.7673773638334159	0.3645412087339994	0.47504816523768983	1.0126560417131991	0.44366898040736097	0.4381240639780979	1.1326382635969496	0.38702634797412955	0.3417034020597535	1.0936320352213904	0.3632872290970233	0.33218415097312043
RI	0.43410852713178294	0.24888888888888888	0.5733333333333334	0.25925925925925924	0.1991869918699187	0.7682926829268293	0.7647058823529411	0.40625	0.53125	0.1320754716981132	0.1111111111111111	0.8412698412698413	0.3221649484536082	0.22084805653710246	0.6855123674911661	0.6081081081081081	0.33962264150943394	0.5584905660377358	90	148	265	1.4227920334840547	0.27976151669096017	0.19662853748618173	0.6997899887723585	0.3734789659689014	0.5337014989655617	2.4956496685178973	0.6203011781826604	0.24855298642579166	0.28915914703120016	0.14973110938132067	0.5178155729072086	0.9854941102340222	0.28824672021488223	0.29248954125807325
SC	0.35202492211838005	0.23155737704918034	0.6577868852459017	0.10871518418688231	0.09603174603174604	0.8833333333333333	0.19819819819819817	0.16541353383458646	0.8345864661654135	0.16806722689075632	0.14184397163120568	0.8439716312056738	0.1959697732997481	0.1549800796812749	0.7908366533864541	0.2898351648351648	0.21078921078921078	0.7272727272727273	211	728	1001	0.9471458391102676	0.31661638845173923	0.33428472720649144	0.36082362552099095	0.24442680420538043	0.6774135253822532	0.6898941073520073	0.40824694538585116	0.5917530546141478	0.4717173863721406	0.29791002124801186	0.6315434407435406	0.7119167661175296	0.3025068436869479	0.4249188361396273
SD	0.609375	0.3391304347826087	0.5565217391304348	0.15596330275229356	0.1297709923664122	0.8320610687022901	0.07692307692307691	0.07142857142857142	0.9285714285714286	0.14285714285714285	0.1111111111111111	0.7777777777777778	0.3005181347150259	0.21561338289962825	0.7174721189591078	0.32978723404255317	0.23308270676691728	0.706766917293233	31	94	133	0.9194242600269757	0.4087546399063167	0.4445767396808998	0.20452080728990374	0.15508611276208642	0.7582901457173268	0.3552434840120971	0.2621252108591036	0.7378747891408965	0.28498622332571505	0.18236287324352546	0.6399006629702945	0.5570542970807734	0.3125604588603496	0.5610951400937279
TN	0.3054393305439331	0.1976534296028881	0.6471119133574007	0.151195108393552	0.1281809613572102	0.8477851083883129	0.21739130434782608	0.17045454545454544	0.7840909090909091	0.1503267973856209	0.12568306010928962	0.8360655737704918	0.19436717663421418	0.15202610824041338	0.7821593690508567	0.35834738617200673	0.24795799299883314	0.691948658109685	425	1186	1714	0.8763576916675873	0.27337084308823895	0.31193980002395155	0.6010384635973245	0.31592955047701193	0.525639488338427	1.398578166925701	0.4677236843330999	0.3344279893638205	0.6258122154291936	0.32154179324337506	0.5137991642155079	0.7828907965276118	0.2973272141729318	0.37978121021690325
