State	p_0_k_original_tweets (L)	p_0_k_original_tweets (R)	p_1_k_original_tweets (L)	p_1_k_original_tweets (R)	p_2_k_original_tweets (L)	p_2_k_original_tweets (R)	p_0_k_retweets (L)	p_0_k_retweets (R)	p_1_k_retweets (L)	p_1_k_retweets (R)	p_2_k_retweets (L)	p_2_k_retweets (R)	p_0_k_quoted_tweets (L)	p_0_k_quoted_tweets (R)	p_1_k_quoted_tweets (L)	p_1_k_quoted_tweets (R)	p_2_k_quoted_tweets (L)	p_2_k_quoted_tweets (R)	p_0_k_replies (L)	p_0_k_replies (R)	p_1_k_replies (L)	p_1_k_replies (R)	p_2_k_replies (L)	p_2_k_replies (R)	p_0_k_total_tweets (L)	p_0_k_total_tweets (R)	p_1_k_total_tweets (L)	p_1_k_total_tweets (R)	p_2_k_total_tweets (L)	p_2_k_total_tweets (R)	p_0_k_users (L)	p_0_k_users (R)	p_1_k_users (L)	p_1_k_users (R)	p_2_k_users (L)	p_2_k_users (R)	#users_1_k (L)	#users_1_k (R)	#users_2_k (L)	#users_2_k (R)	#users_all_k (L)	#users_all_k (R)	p_0_k_virality_original (L)	p_0_k_virality_original (R)	p_1_k_virality_original (L)	p_1_k_virality_original (R)	p_2_k_virality_original (L)	p_2_k_virality_original (R)	p_0_k_virality_retweet (L)	p_0_k_virality_retweet (R)	p_1_k_virality_retweet (L)	p_1_k_virality_retweet (R)	p_2_k_virality_retweet (L)	p_2_k_virality_retweet (R)	p_0_k_virality_quoted (L)	p_0_k_virality_quoted (R)	p_1_k_virality_quoted (L)	p_1_k_virality_quoted (R)	p_2_k_virality_quoted (L)	p_2_k_virality_quoted (R)	p_0_k_virality_reply (L)	p_0_k_virality_reply (R)	p_1_k_virality_reply (L)	p_1_k_virality_reply (R)	p_2_k_virality_reply (L)	p_2_k_virality_reply (R)	p_0_k_virality_total (L)	p_0_k_virality_total (R)	p_1_k_virality_total (L)	p_1_k_virality_total (R)	p_2_k_virality_total (L)	p_2_k_virality_total (R)
GA	14.999999999999998	0.39473684210526316	0.3333333333333333	0.3333333333333333	0.022222222222222223	0.8444444444444444	49.56521739130435	0.08995502248875561	0.8260869565217391	0.08695652173913043	0.016666666666666666	0.9666666666666667	4.5	0.0	0.75	0.0	0.16666666666666666	0.75	nan	nan	nan	nan	0.0	1.0	22.616666666666667	0.11132075471698114	0.7666666666666667	0.1	0.03389830508474576	0.8983050847457628	18.96551724137931	0.11755485893416928	0.7586206896551724	0.10344827586206896	0.04	0.88	22	3	4	88	26	91	178.0685689721296	0.950555676481577	0.16557598592994927	0.8344240140700507	0.0009298439746312803	0.8778276062256759	189.65216173277898	0.02220301210631188	0.8987164056520056	0.021992582538280403	0.004738761728001299	0.9905224765439975	37.574919339536926	0.0	0.75	0.0	0.01996012268776418	0.9230266372860458	nan	nan	nan	nan	0.0	1.0	178.1105584326475	0.1580140334214548	0.7767651171447323	0.15051579522561967	0.004361140204040548	0.9525470109617679
HI	nan	0.0	0.0	0.0	0.0	0.6666666666666666	nan	0.0	0.5	0.0	0.0	1.0	nan	nan	1.0	0.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0	0.5	0.0	0.0	0.8823529411764706	nan	0.0	0.5	0.0	0.0	0.9166666666666666	2	0	0	11	2	11	nan	0.0	0.0	0.0	0.0	0.5046547068074495	nan	0.0	0.2515454286803893	0.0	0.0	1.0	nan	nan	1.0	0.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0	0.40128018197400694	0.0	0.0	0.723423895279527
IA	nan	0.0	0.8333333333333334	0.0	0.0	0.8571428571428571	17.0	0.0	1.0	0.0	0.058823529411764705	0.8823529411764706	3.0	0.0	0.5	0.0	0.16666666666666666	0.6666666666666666	nan	nan	nan	nan	nan	nan	11.785714285714286	0.0	0.7857142857142857	0.0	0.06666666666666667	0.8333333333333334	9.1	0.0	0.7	0.0	0.07692307692307693	0.8076923076923077	7	0	2	21	9	21	nan	0.0	0.26452430878928046	0.0	0.0	0.7369182061267424	8958.79647579761	0.0	1.0	0.0	0.00011162213615428394	0.5158417375911871	12.129827550280321	0.0	0.36672292160105147	0.0	0.030233152126929987	0.9395530628490992	nan	nan	nan	nan	nan	nan	19.027232731094024	0.0	0.31206981676950984	0.0	0.01640121930392589	0.7716829731632815
ID	nan	0.0	0.0	0.0	0.0	0.8333333333333334	11.0	0.0	1.0	0.0	0.09090909090909091	0.8181818181818182	nan	nan	nan	nan	0.0	1.0	nan	nan	nan	nan	nan	nan	12.0	0.0	0.6666666666666666	0.0	0.05555555555555555	0.8333333333333334	10.0	0.0	0.6666666666666666	0.0	0.06666666666666667	0.8	2	0	1	12	3	12	nan	0.0	0.0	0.0	0.0	0.6042667176137267	42.84058398843265	0.0	1.0	0.0	0.0233423522020617	0.9744610949807223	nan	nan	nan	nan	0.0	1.0	nan	nan	nan	nan	nan	nan	8.528994257153625	0.0	0.0738037068064879	0.0	0.008653271954613597	0.7449263160594912
IL	28.0	0.2285714285714286	0.6363636363636364	0.18181818181818182	0.022727272727272728	0.7954545454545454	53.53061224489795	0.04526901669758812	0.8775510204081632	0.04081632653061224	0.01639344262295082	0.9016393442622951	nan	0.0	1.0	0.0	0.0	1.0	nan	0.0	1.0	0.0	0.0	1.0	51.54929577464789	0.06438631790744467	0.8591549295774648	0.056338028169014086	0.016666666666666666	0.875	33.65079365079365	0.07581141909500118	0.8412698412698413	0.06349206349206349	0.025	0.8375	53	4	2	67	55	71	414.3917991858711	0.7037015103668136	0.3863097395157833	0.3877010353030864	0.0009322330709119755	0.5509452936956071	65.11939699781419	0.020926543421249433	0.7944733026203074	0.019601835180910805	0.012200255826186087	0.9366972264041715	nan	0.0	1.0	0.0	0.0	1.0	nan	0.0	1.0	0.0	0.0	1.0	125.21947057309126	0.21774920352392943	0.6639596360536072	0.1644392990076434	0.005302367379568583	0.7551774993729078
IN	nan	0.15126050420168066	0.8571428571428571	0.14285714285714285	0.0	0.9444444444444444	nan	0.0	0.9285714285714286	0.0	0.0	0.96	nan	0.625	0.0	0.5	0.0	0.8	nan	nan	nan	nan	0.0	1.0	nan	0.09217391304347826	0.8260869565217391	0.08695652173913043	0.0	0.9433962264150944	nan	0.09109730848861283	0.8260869565217391	0.08695652173913043	0.0	0.9545454545454546	19	2	0	42	19	44	nan	0.30274747765852866	0.7053916809731684	0.2946083190268315	0.0	0.9731156847460926	nan	0.0	0.9743768457416326	0.0	0.0	0.8868585591579601	nan	2.306101032142758	0.0	0.5	0.0	0.21681617285232962	nan	nan	nan	nan	0.0	1.0	nan	0.25538277490088057	0.7638927248128421	0.2232314449433826	0.0	0.8741053308314292
KS	7.0	0.0	0.5	0.0	0.07142857142857142	0.8571428571428571	nan	0.0	0.7777777777777778	0.0	0.0	1.0	nan	0.0	1.0	0.0	0.0	0.6	nan	nan	nan	nan	nan	nan	23.25	0.0	0.75	0.0	0.03225806451612903	0.8709677419354839	19.5	0.0	0.75	0.0	0.038461538461538464	0.8461538461538461	9	0	1	22	10	22	2.1448820176763395	0.0	0.8924745114473339	0.0	0.416094919950048	0.5692450934625191	nan	0.0	0.6583184273982178	0.0	0.0	1.0	nan	0.0	1.0	0.0	0.0	0.2020284823517654	nan	nan	nan	nan	nan	nan	3.433010000629718	0.0	0.7346345273646627	0.0	0.21399137410899138	0.6704387076630768
KY	nan	0.0	1.0	0.0	0.0	0.9473684210526315	nan	0.0	1.0	0.0	0.0	1.0	nan	0.0	1.0	0.0	0.0	1.0	nan	nan	nan	nan	0.0	1.0	nan	0.0	1.0	0.0	0.0	0.98	nan	0.0	1.0	0.0	0.0	0.9761904761904762	5	0	0	41	5	41	nan	nan	nan	nan	0.0	0.9995406934495417	nan	0.0	1.0	0.0	0.0	1.0	nan	0.0	1.0	0.0	0.0	1.0	nan	nan	nan	nan	0.0	1.0	nan	0.0	1.0	0.0	0.0	0.9998840459767684
LA	7.428571428571428	0.15476190476190474	0.5714285714285714	0.14285714285714285	0.07692307692307693	0.9230769230769231	12.535714285714286	0.30115830115830117	0.6428571428571429	0.2857142857142857	0.05128205128205128	0.9487179487179487	nan	0.6	0.4	0.6	0.0	1.0	nan	nan	nan	nan	0.0	1.0	10.961538461538462	0.3247863247863248	0.5769230769230769	0.3076923076923077	0.05263157894736842	0.9473684210526315	9.916666666666668	0.30989583333333337	0.5833333333333334	0.2916666666666667	0.058823529411764705	0.9411764705882353	14	7	3	48	17	55	18.96644072794772	0.565707649362955	0.40346609771554015	0.5536735592028557	0.021272631143755855	0.9787273688562441	4.0725943689624495	0.705342405251872	0.3266837720148723	0.6487632577517423	0.08021515093782826	0.9197848490621718	nan	0.5144575509975506	0.4855424490024493	0.5144575509975506	0.0	1.0	nan	nan	nan	nan	0.0	1.0	6.873501491722693	0.6315393567819612	0.36875358542330244	0.5976581679250562	0.05364857865636142	0.9463514213436386
MA	nan	0.36363636363636365	0.6666666666666666	0.16666666666666666	0.0	0.4583333333333333	36.16666666666667	0.0	0.8611111111111112	0.0	0.023809523809523808	0.9523809523809523	nan	0.05555555555555555	0.8333333333333334	0.05555555555555555	0.0	1.0	nan	nan	nan	nan	nan	nan	60.83333333333334	0.04195402298850575	0.8333333333333334	0.03333333333333333	0.0136986301369863	0.7945205479452054	46.3448275862069	0.0438871473354232	0.8275862068965517	0.034482758620689655	0.017857142857142856	0.7857142857142857	48	2	1	44	49	46	nan	1.0538260614195265	0.3938115569004133	0.15630306971576538	0.0	0.14831960931505317	829.044029703845	0.0	0.933982958830799	0.0	0.0011265782339261773	0.9884313541061913	nan	0.03640322677547164	0.8907903196735851	0.03640322677547164	0.0	1.0	nan	nan	nan	nan	nan	nan	947.4967145304284	0.10373569035968341	0.6779281816915299	0.0781316632158691	0.0007154939656202454	0.7531801537634993
MD	nan	0.0	1.0	0.0	0.0	0.7777777777777778	11.789473684210526	0.0	0.8421052631578947	0.0	0.07142857142857142	0.8571428571428571	nan	0.0	0.6666666666666666	0.0	0.0	1.0	nan	nan	nan	nan	0.0	1.0	16.810344827586206	0.0	0.8620689655172413	0.0	0.05128205128205128	0.8461538461538461	15.120000000000001	0.0	0.84	0.0	0.05555555555555555	0.8333333333333334	21	0	2	30	23	30	nan	0.0	1.0	0.0	0.0	0.8185474125707223	40.72597321870799	0.0	0.8480160091059992	0.0	0.020822486047219917	0.9396365550611968	nan	0.0	0.18335616279020045	0.0	0.0	1.0	nan	nan	nan	nan	0.0	1.0	52.770974429560155	0.0	0.8414419728617303	0.0	0.01594516648512726	0.9141307120589441
ME	nan	0.0	1.0	0.0	0.0	0.6666666666666666	nan	0.0	0.8888888888888888	0.0	0.0	0.9	3.0	0.0	1.0	0.0	0.3333333333333333	0.5	nan	nan	nan	nan	0.0	1.0	31.818181818181817	0.0	0.9090909090909091	0.0	0.02857142857142857	0.8714285714285714	12.15	0.0	0.9	0.0	0.07407407407407407	0.7037037037037037	9	0	2	19	11	19	nan	0.0	1.0	0.0	0.0	0.8755484616994775	nan	0.0	1.0	0.0	0.0	0.8132399047619852	6.836417699598193	0.0	1.0	0.0	0.146275438971316	0.4439233589825008	nan	nan	nan	nan	0.0	1.0	11.238895332577522	0.0	1.0	0.0	0.08897671616367482	0.6107878966582942
MI	nan	0.0	0.8181818181818182	0.0	0.0	1.0	nan	0.026769509981851177	0.8947368421052632	0.02631578947368421	0.0	0.9830508474576272	nan	0.0	1.0	0.0	0.0	1.0	nan	nan	nan	nan	0.0	1.0	nan	0.018669075579644683	0.8888888888888888	0.018518518518518517	0.0	0.9919354838709677	nan	0.021075581395348836	0.875	0.020833333333333332	0.0	0.9885057471264368	42	1	0	86	42	87	nan	0.0	0.7145717864574322	0.0	0.0	1.0	nan	0.01617169121532306	0.7208559294041538	0.01565636043207926	0.0	0.9681337729998509	nan	0.0	1.0	0.0	0.0	1.0	nan	nan	nan	nan	0.0	1.0	nan	0.004275708200639578	0.7218487190184671	0.004234258754179334	0.0	0.9903058289959908
MN	nan	0.0	0.5	0.0	0.0	0.88	nan	0.0	0.8571428571428571	0.0	0.0	0.96	3.0	0.0	1.0	0.0	0.3333333333333333	0.5	nan	nan	nan	nan	0.0	1.0	24.369565217391305	0.0	0.8260869565217391	0.0	0.03389830508474576	0.8813559322033898	16.19047619047619	0.0	0.8095238095238095	0.0	0.05	0.85	17	0	2	34	19	34	nan	0.0	0.1952627954623705	0.0	0.0	0.5752119444976711	nan	0.0	0.8065579559344093	0.0	0.0	0.9961522506678449	3.9256022351712248	0.0	1.0	0.0	0.25473798415961585	0.5154782258872531	nan	nan	nan	nan	0.0	1.0	38.89427352143157	0.0	0.3930969635259488	0.0	0.01010680822484945	0.7188977055810472
MO	6.0	0.0	0.25	0.0	0.041666666666666664	0.875	nan	0.17901234567901234	0.75	0.16666666666666666	0.0	0.9310344827586207	nan	0.2	0.8	0.2	0.0	1.0	nan	nan	nan	nan	0.0	1.0	42.0	0.15517241379310345	0.6666666666666666	0.14285714285714285	0.015873015873015872	0.9206349206349206	35.75	0.165	0.65	0.15	0.01818181818181818	0.9090909090909091	13	3	1	50	14	53	2.151517985193353	0.0	0.007287562751192852	0.0	0.003387172592256036	0.8897581236455593	nan	0.8248612028557116	0.3085879687183228	0.6688768072824929	0.0	0.8108961907370685	nan	0.9181992789067877	0.08180072109321239	0.9181992789067877	0.0	1.0	nan	nan	nan	nan	0.0	1.0	433.4594672367001	0.7550424978540121	0.17262731648755478	0.6505180247237607	0.0003982548070481705	0.8615647815489437
MS	nan	0.0	0.6666666666666666	0.0	0.0	0.8	nan	0.0	0.5	0.0	0.0	1.0	nan	1.0	0.0	1.0	0.0	1.0	nan	nan	nan	nan	0.0	1.0	nan	0.2311111111111111	0.4444444444444444	0.2222222222222222	0.0	0.9615384615384616	nan	0.2323232323232323	0.4444444444444444	0.2222222222222222	0.0	0.9565217391304348	4	2	0	22	4	24	nan	0.0	0.9651965098175252	0.0	0.0	0.8213033218490945	nan	0.0	0.5980242939393497	0.0	0.0	1.0	nan	1.0	0.0	1.0	0.0	1.0	nan	nan	nan	nan	0.0	1.0	nan	0.02400951616839546	0.9206781223683833	0.02369744584667591	0.0	0.9870022236378784
MT	nan	nan	nan	nan	0.0	1.0	nan	0.0	1.0	0.0	0.0	1.0	nan	nan	nan	nan	0.0	0.0	nan	nan	nan	nan	0.0	1.0	nan	0.0	1.0	0.0	0.0	0.9333333333333333	nan	0.0	1.0	0.0	0.0	0.9090909090909091	4	0	0	10	4	10	nan	nan	nan	nan	0.0	1.0	nan	0.0	1.0	0.0	0.0	1.0	nan	nan	nan	nan	0.0	0.0	nan	nan	nan	nan	0.0	1.0	nan	0.0	1.0	0.0	0.0	0.5595808117684452
NC	30.642857142857142	0.15476190476190474	0.7857142857142857	0.14285714285714285	0.02564102564102564	0.9230769230769231	nan	0.07428571428571427	0.8571428571428571	0.07142857142857142	0.0	0.9615384615384616	4.545454545454545	0.15151515151515152	0.9090909090909091	0.09090909090909091	0.2	0.6	nan	nan	nan	nan	0.0	1.0	41.17924528301887	0.10167714884696018	0.8490566037735849	0.09433962264150944	0.020618556701030927	0.9278350515463918	33.372093023255815	0.12713178294573643	0.813953488372093	0.11627906976744186	0.024390243902439025	0.9146341463414634	35	5	2	75	37	80	23317.194212149898	0.34234864031458206	0.5558351227515259	0.3388117635026155	2.3837993443563492e-05	0.989668786741152	nan	0.027695578926109007	0.9459418367071962	0.027029081646401883	0.0	0.9759348854383828	3.970850674991799	0.1743944378254147	0.9186132396597022	0.08138676034029783	0.23133915496875224	0.4666820877726254	nan	nan	nan	nan	0.0	1.0	163.24787968165523	0.2599585026796122	0.6645236298580501	0.2532484001149392	0.004070641720761811	0.9741877934535464
ND	nan	nan	nan	nan	0.0	1.0	nan	nan	nan	nan	0.0	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0	1.0	nan	nan	nan	nan	0.0	1.0	0	0	0	1	0	1	nan	nan	nan	nan	0.0	1.0	nan	nan	nan	nan	0.0	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0	1.0
NE	nan	0.0	1.0	0.0	0.0	0.8	nan	0.0	1.0	0.0	0.0	1.0	nan	0.0	1.0	0.0	0.0	1.0	nan	nan	nan	nan	nan	nan	nan	0.0	1.0	0.0	0.0	0.9411764705882353	nan	0.0	1.0	0.0	0.0	0.9375	5	0	0	15	5	15	nan	0.0	1.0	0.0	0.0	0.9901551260611623	nan	0.0	1.0	0.0	0.0	1.0	nan	0.0	1.0	0.0	0.0	1.0	nan	nan	nan	nan	nan	nan	nan	0.0	1.0	0.0	0.0	0.9980780967135072
NH	nan	0.0	0.0	0.0	0.0	1.0	nan	0.0	1.0	0.0	0.0	0.8888888888888888	0.0	0.0	0.0	0.0	0.5	0.5	nan	nan	nan	nan	nan	nan	9.0	0.0	0.6	0.0	0.06666666666666667	0.8666666666666667	7.799999999999999	0.0	0.6	0.0	0.07692307692307693	0.8461538461538461	3	0	1	11	4	11	nan	0.0	0.0	0.0	0.0	1.0	nan	0.0	1.0	0.0	0.0	0.9579629184176546	0.0	0.0	0.0	0.0	0.08580667260913533	0.9141933273908647	nan	nan	nan	nan	nan	nan	20.93491406156126	0.0	0.0723205776068542	0.0	0.0034545438015263948	0.9645258600237351
