State	p_0_k_original_tweets (EAs)	p_1_k_original_tweets (EAs)	p_2_k_original_tweets (EAs)	p_0_k_retweets (EAs)	p_1_k_retweets (EAs)	p_2_k_retweets (EAs)	p_0_k_quoted_tweets (EAs)	p_1_k_quoted_tweets (EAs)	p_2_k_quoted_tweets (EAs)	p_0_k_replies (EAs)	p_1_k_replies (EAs)	p_2_k_replies (EAs)	p_0_k_total_tweets (EAs)	p_1_k_total_tweets (EAs)	p_2_k_total_tweets (EAs)	p_0_k_users (EAs)	p_1_k_users (EAs)	p_2_k_users (EAs)	#users_1_k (EAs)	#users_2_k (EAs)	#users_all_k (EAs)	p_0_k_virality_original (EAs)	p_1_k_virality_original (EAs)	p_2_k_virality_original (EAs)	p_0_k_virality_retweet (EAs)	p_1_k_virality_retweet (EAs)	p_2_k_virality_retweet (EAs)	p_0_k_virality_quoted (EAs)	p_1_k_virality_quoted (EAs)	p_2_k_virality_quoted (EAs)	p_0_k_virality_reply (EAs)	p_1_k_virality_reply (EAs)	p_2_k_virality_reply (EAs)	p_0_k_virality_total (EAs)	p_1_k_virality_total (EAs)	p_2_k_virality_total (EAs)
GA	0.08888888888888888	0.07142857142857142	0.8035714285714286	0.38333333333333336	0.27710843373493976	0.7228915662650602	0.3333333333333333	0.25	0.75	0.0	0.0	1.0	0.2627118644067796	0.1987179487179487	0.7564102564102564	0.3	0.22058823529411764	0.7352941176470589	30	100	136	0.15912639956014016	0.04879716135754107	0.30665660438762515	0.3007017170293326	0.23118422394036972	0.7688157760596304	0.1591303376521509	0.1372842487881678	0.8627157512118319	0.0	0.0	1.0	0.24867987688727816	0.13150599157771856	0.5288163771985769
HI	0.16666666666666666	0.14285714285714285	0.8571428571428571	0.18181818181818182	0.15384615384615385	0.8461538461538461	nan	1.0	0.0	nan	nan	nan	0.23529411764705882	0.19047619047619047	0.8095238095238095	0.3333333333333333	0.25	0.75	4	12	16	0.0004170494823846801	0.000416875624621213	0.9995831243753788	0.2430552494810639	0.19553052817445707	0.804469471825543	nan	1.0	0.0	nan	nan	nan	0.1345804058699225	0.1186168958794375	0.8813831041205626
IA	0.8571428571428571	0.42857142857142855	0.5	0.2222222222222222	0.18181818181818182	0.8181818181818182	0.6666666666666667	0.4	0.6	nan	0.0	0.0	0.45161290322580644	0.2916666666666667	0.6458333333333334	0.37037037037037035	0.2564102564102564	0.6923076923076923	10	27	39	1.9411850272911477	0.4881068520827646	0.25144787602441987	0.035981509971878656	0.03473180710807798	0.965268192891922	0.06662495468665959	0.06246333764639126	0.9375366623536088	nan	0.0	0.0	0.27420676403061056	0.08214918622343145	0.2995884748279254
ID	0.16666666666666666	0.125	0.75	0.18181818181818182	0.15384615384615385	0.8461538461538461	0.0	0.0	1.0	nan	nan	nan	0.16666666666666666	0.13636363636363635	0.8181818181818182	0.19999999999999998	0.15789473684210525	0.7894736842105263	3	15	19	0.39939618973536967	0.2811743344649455	0.7039985400242422	0.05328192840960613	0.0505865779830275	0.9494134220169724	0.0	0.0	1.0	nan	nan	nan	0.26763166444658465	0.20897245712717202	0.7808211242839685
IL	0.24444444444444446	0.16923076923076924	0.6923076923076923	0.7903225806451614	0.44144144144144143	0.5585585585585585	3.3333333333333335	0.7692307692307693	0.23076923076923078	0.08333333333333333	0.07692307692307693	0.9230769230769231	0.5819672131147541	0.35148514851485146	0.6039603960396039	0.7682926829268293	0.4144736842105263	0.5394736842105263	63	82	152	0.6276744799890206	0.1533112266189596	0.24425276398307824	0.8673332898653802	0.46447696004386435	0.5355230399561354	12.543158859337504	0.9261619825635776	0.0738380174364223	0.02729306750278328	0.02656794673902473	0.9734320532609753	0.7787236305119103	0.2587614250963694	0.33228916518979545
IN	0.3684210526315789	0.22580645161290322	0.6129032258064516	0.5599999999999999	0.358974358974359	0.6410256410256411	0.39999999999999997	0.2857142857142857	0.7142857142857143	0.0	0.0	1.0	0.42592592592592593	0.2804878048780488	0.6585365853658537	0.5111111111111111	0.3150684931506849	0.6164383561643836	23	45	73	1.2028384906782534	0.2860407431604506	0.2378047804233124	0.3073966014140869	0.23512115687130072	0.7648788431286994	0.10904447200435743	0.09832290296464234	0.9016770970353577	0.0	0.0	1.0	0.6219793417325129	0.26091071995818105	0.4194845430580036
KS	0.14285714285714285	0.125	0.875	0.6923076923076923	0.4090909090909091	0.5909090909090909	0.19999999999999998	0.16666666666666666	0.8333333333333334	nan	nan	nan	0.37499999999999994	0.2727272727272727	0.7272727272727273	0.4444444444444445	0.3076923076923077	0.6923076923076923	12	27	39	0.2660359053321538	0.21013298612755962	0.7898670138724405	0.8399962371598341	0.4565206277032547	0.5434793722967454	0.03885936262414191	0.03740579718700691	0.9625942028129931	nan	nan	nan	0.4396877335147536	0.30540493141615543	0.6945950685838446
KY	0.052631578947368425	0.045454545454545456	0.8636363636363636	0.16666666666666666	0.13793103448275862	0.8275862068965517	0.16666666666666666	0.14285714285714285	0.8571428571428571	0.0	0.0	1.0	0.12000000000000001	0.1016949152542373	0.847457627118644	0.14285714285714285	0.11764705882352941	0.8235294117647058	6	42	51	0.0	0.0	0.36165911217917407	0.12654567819269433	0.11074604929964818	0.8751468314153911	0.03368150292170532	0.03258402402142672	0.9674159759785733	0.0	0.0	1.0	0.08148492071672152	0.05301974124379063	0.6506693603852332
LA	0.5384615384615385	0.30434782608695654	0.5652173913043478	0.358974358974359	0.25925925925925924	0.7222222222222222	1.2500000000000002	0.5555555555555556	0.4444444444444444	0.0	0.0	1.0	0.456140350877193	0.2988505747126437	0.6551724137931034	0.47058823529411764	0.3076923076923077	0.6538461538461539	24	51	78	1.9743471558950854	0.4609765277061139	0.23348301555261525	1.2364100537037288	0.5267143637145149	0.42600297703558404	0.6389873439276185	0.38986716175389674	0.6101328382461032	0.0	0.0	1.0	1.490887771000208	0.48681963676809176	0.3265300354844911
MA	0.25	0.16666666666666666	0.6666666666666666	0.8809523809523809	0.45121951219512196	0.5121951219512195	2.571428571428571	0.72	0.28	nan	nan	nan	0.8356164383561643	0.42657342657342656	0.5104895104895105	1.0535714285714286	0.48360655737704916	0.45901639344262296	59	56	122	1.231880231171834	0.26457787679436007	0.21477564953102515	0.43876430448651854	0.2786087148589331	0.6349849156142866	1.518379830745646	0.6029193103472726	0.3970806896527274	nan	nan	nan	0.7521550829470051	0.2984518265395886	0.3967955988148481
MD	0.7	0.3333333333333333	0.47619047619047616	0.6785714285714286	0.40425531914893614	0.5957446808510638	3.0	0.75	0.25	0.0	0.0	1.0	0.725	0.3972602739726027	0.547945205479452	0.6756756756756758	0.3787878787878788	0.5606060606060606	25	37	66	1.8187213215448579	0.3014258458705018	0.16573503719330937	0.42957337488449515	0.30049060959826795	0.6995093904017321	80.882528920599	0.9877873825688788	0.012212617431121285	0.0	0.0	1.0	0.8590942591731283	0.327803273345211	0.38156845985761695
ME	0.06666666666666667	0.05	0.75	0.9	0.47368421052631576	0.5263157894736842	0.16666666666666666	0.14285714285714285	0.8571428571428571	0.0	0.0	1.0	0.15714285714285717	0.12941176470588237	0.8235294117647058	0.37037037037037035	0.24390243902439024	0.6585365853658537	10	27	41	0.6088247625223294	0.12003320576282343	0.19715559082310005	1.2098399628521181	0.5474785428763108	0.4525214571236894	0.010074689216410266	0.009974202228773744	0.9900257977712262	0.0	0.0	1.0	0.26935116072677984	0.11024221752196281	0.4092880729546533
MI	0.1774193548387097	0.1375	0.775	0.6440677966101696	0.3917525773195876	0.6082474226804123	2.5	0.625	0.25	0.0	0.0	1.0	0.435483870967742	0.2903225806451613	0.6666666666666666	0.5517241379310345	0.3380281690140845	0.6126760563380281	48	87	142	0.4988288311774475	0.229986911512948	0.4610537666198672	0.3810385154267581	0.27590723297750513	0.7240927670224956	0.10160009631299131	0.07916774358515602	0.7792093359958072	0.0	0.0	1.0	0.4286100242646888	0.23138022626710977	0.5398385785868147
MN	0.15384615384615385	0.12121212121212122	0.7878787878787878	0.5599999999999999	0.35	0.625	0.8333333333333334	0.45454545454545453	0.5454545454545454	0.0	0.0	1.0	0.3833333333333333	0.26436781609195403	0.6896551724137931	0.5121951219512195	0.3181818181818182	0.6212121212121212	21	41	66	0.6254285333786263	0.20524883917236889	0.32817312965175177	0.4127759841148316	0.25303856271494074	0.6130166784231978	0.9607264299940002	0.4899849439969756	0.5100150560030243	0.0	0.0	1.0	0.553466569206928	0.22137692428216135	0.3999824679553387
MO	0.16666666666666666	0.12903225806451613	0.7741935483870968	0.41379310344827586	0.2926829268292683	0.7073170731707317	0.5555555555555556	0.35714285714285715	0.6428571428571429	0.0	0.0	1.0	0.33333333333333337	0.2413793103448276	0.7241379310344828	0.3636363636363636	0.2564102564102564	0.7051282051282052	20	55	78	0.41049018420155114	0.06825132103661775	0.16626785161592628	0.19750061232303764	0.1649273581079054	0.8350726418920945	0.5045027947889659	0.3353285859862638	0.6646714140137363	0.0	0.0	1.0	0.2876132506902278	0.15725784492825515	0.5467684279179085
MS	0.6	0.3333333333333333	0.5555555555555556	0.23529411764705882	0.19047619047619047	0.8095238095238095	0.6666666666666667	0.4	0.6	0.0	0.0	1.0	0.34615384615384615	0.25	0.7222222222222222	0.3913043478260869	0.2727272727272727	0.696969696969697	9	23	33	9.653778473484925	0.44761512216443333	0.046366831743016826	0.0829355701084606	0.0765840299253946	0.9234159700746055	0.047343674787954294	0.04520357159510178	0.9547964284048981	0.0	0.0	1.0	0.7654464038609851	0.299090530831351	0.3907400039019188
MT	0.0	0.0	0.8571428571428571	0.8571428571428572	0.46153846153846156	0.5384615384615384	0.0	0.0	1.0	0.0	0.0	1.0	0.4	0.2727272727272727	0.6818181818181818	0.36363636363636365	0.25	0.6875	4	11	16	0.0	0.0	0.34392317571695374	3.666371594014058	0.7857007356030575	0.21429926439694233	0.0	0.0	1.0	0.0	0.0	1.0	1.2494824137759937	0.4837288363199805	0.3871433731172971
NC	0.36585365853658536	0.25	0.6833333333333333	0.5384615384615385	0.34146341463414637	0.6341463414634146	2.2	0.6875	0.3125	0.0	0.0	1.0	0.5454545454545454	0.33962264150943394	0.6226415094339622	0.5238095238095238	0.3283582089552239	0.6268656716417911	44	84	134	1.2285041097593465	0.377675391965357	0.3074270480375848	0.5909414495524751	0.3529776420826413	0.5973140695240692	2.590706395490281	0.7215032670852894	0.2784967329147106	0.0	0.0	1.0	0.9880489171013681	0.37784266982595144	0.3824129183142326
ND	0.0	0.0	0.6666666666666666	0.0	0.0	1.0	nan	nan	nan	nan	nan	nan	0.0	0.0	0.75	0.0	0.0	0.5	0	1	2	0.0	0.0	0.3477214595890652	0.0	0.0	1.0	nan	nan	nan	nan	nan	nan	0.0	0.0	0.3484973433330818
NE	0.39999999999999997	0.2222222222222222	0.5555555555555556	0.3	0.23076923076923078	0.7692307692307693	0.5	0.3333333333333333	0.6666666666666666	nan	nan	nan	0.3529411764705882	0.24	0.68	0.3125	0.22727272727272727	0.7272727272727273	5	16	22	0.2771427346179437	0.0365979576187052	0.132054544634401	0.06216365082284768	0.0585254925403351	0.9414745074596648	0.12178236267201441	0.10856148814992647	0.8914385118500736	nan	nan	nan	0.1111082821754207	0.04748004773539282	0.427331309653677
NH	0.25	0.14285714285714285	0.5714285714285714	0.3333333333333333	0.25	0.75	0.5	0.3333333333333333	0.6666666666666666	nan	nan	nan	0.33333333333333337	0.22727272727272727	0.6818181818181818	0.3846153846153846	0.25	0.65	5	13	20	3.7990751530082516	0.25467237280888444	0.06703536059486088	0.0792910035872793	0.07346582462351382	0.9265341753764862	0.5549622964739583	0.3568975902067813	0.6431024097932188	nan	nan	nan	0.8351131484033166	0.21753507087040716	0.2604857452984909
NJ	0.5	0.2972972972972973	0.5945945945945946	0.6666666666666666	0.391304347826087	0.5869565217391305	1.0	0.5	0.5	nan	nan	nan	0.6226415094339622	0.3626373626373626	0.5824175824175825	0.6279069767441859	0.3698630136986301	0.589041095890411	27	43	73	0.6227188361040362	0.3448501789803154	0.5537815125969661	0.35574258037109324	0.24114195903558724	0.6778552030067353	1.2527023536407074	0.5560887134583719	0.443911286541628	nan	nan	nan	0.5565950594672014	0.3237953674713484	0.5817431577299668
NM	0.33333333333333337	0.2	0.6	0.3333333333333333	0.25	0.75	nan	1.0	0.0	nan	nan	nan	0.3888888888888889	0.2692307692307692	0.6923076923076923	0.3529411764705882	0.25	0.7083333333333334	6	17	24	0.3964186055584925	0.11117795651326506	0.28045594973180565	0.09355724251714401	0.0855531277921899	0.9144468722078103	nan	1.0	0.0	nan	nan	nan	0.15109444612600875	0.1079562501551819	0.7144951579831681
NV	1.3333333333333333	0.5	0.375	0.125	0.1111111111111111	0.8888888888888888	0.6666666666666667	0.4	0.6	0.0	0.0	1.0	0.25641025641025644	0.2	0.78	0.4	0.2777777777777778	0.6944444444444444	10	25	36	1.9105487136922046	0.06719075516019994	0.03516830252935628	0.041105275449805245	0.03948234287070141	0.9605176571292986	0.3416764758199583	0.2546638343726975	0.7453361656273026	0.0	0.0	1.0	0.09964467667959528	0.056272244991892685	0.5647290639803523
NY	0.4444444444444444	0.27906976744186046	0.627906976744186	0.8852459016393442	0.46153846153846156	0.5213675213675214	0.5569620253164558	0.3548387096774194	0.6370967741935484	0.6666666666666666	0.3333333333333333	0.5	0.6666666666666667	0.385395537525355	0.5780933062880325	0.9679144385026738	0.4701298701298701	0.4857142857142857	181	187	385	0.8277402383337328	0.2740240211793938	0.33105074332379053	0.6548960951204743	0.38511239845980044	0.588051144798711	0.4376811310806033	0.29543831026077516	0.6750081035738488	0.7447501472159864	0.038811039070912	0.05211283168723743	0.6788922132081691	0.3017040300683402	0.44440637880144385
OH	0.29411764705882354	0.19480519480519481	0.6623376623376623	0.27941176470588236	0.2159090909090909	0.7727272727272727	0.7999999999999999	0.4444444444444444	0.5555555555555556	0.16666666666666666	0.14285714285714285	0.8571428571428571	0.31851851851851853	0.22631578947368422	0.7105263157894737	0.35398230088495575	0.24390243902439024	0.6890243902439024	40	113	164	0.6072035540876748	0.15669780431085967	0.25806470211838367	0.11372749800076506	0.09814324757203889	0.8629684930849236	0.5103923158411363	0.3379203604838914	0.6620796395161087	0.2829392618024837	0.22053987295155666	0.7794601270484433	0.4182471093209222	0.15244531564677696	0.36448623851648726
OK	0.07692307692307691	0.06666666666666667	0.8666666666666667	0.25	0.2	0.8	0.0	0.0	1.0	0.0	0.0	1.0	0.16666666666666669	0.14	0.84	0.1842105263157895	0.15217391304347827	0.8260869565217391	7	38	46	0.4235199256895315	0.1087178757948698	0.25670073401591803	0.20970247662431166	0.17335045655977221	0.8266495434402276	0.0	0.0	1.0	0.0	0.0	1.0	0.24405869204640912	0.12776205571981947	0.5234890617848792
OR	0.2105263157894737	0.1702127659574468	0.8085106382978723	0.7857142857142857	0.43137254901960786	0.5490196078431373	0.2857142857142857	0.2222222222222222	0.7777777777777778	0.0	0.0	1.0	0.4266666666666667	0.29357798165137616	0.6880733944954128	0.64	0.38095238095238093	0.5952380952380952	32	50	84	0.7348162559050242	0.3051294511823679	0.4152459185957451	1.5911659597662828	0.5670650015963158	0.35638331634470655	0.055992348947650886	0.05302344188710274	0.9469765581128973	0.0	0.0	1.0	0.7723273647575614	0.3450105000959586	0.4467153642863084
PA	0.4166666666666667	0.2631578947368421	0.631578947368421	0.47761194029850745	0.32	0.67	3.0	0.75	0.25	0.0	0.0	1.0	0.49532710280373826	0.31736526946107785	0.6407185628742516	0.5176470588235295	0.3235294117647059	0.625	44	85	136	1.8634115961800142	0.3138156087872197	0.168409174564836	0.1799972430802387	0.13675636495825375	0.7597692198946117	102.35935392088898	0.9903250169233313	0.009674983076668588	0.0	0.0	1.0	0.4912117980133025	0.23190580782719386	0.47210960478785896
RI	0.16666666666666666	0.125	0.75	0.28571428571428575	0.2	0.7	0.0	0.0	1.0	nan	nan	nan	0.1875	0.14285714285714285	0.7619047619047619	0.33333333333333337	0.23076923076923078	0.6923076923076923	3	9	13	1.0308848257438281	0.4846581881052096	0.4701380561650112	0.6547610758235076	0.35327808519843706	0.5395526677484781	0.0	0.0	1.0	nan	nan	nan	0.6137076604126731	0.36359873572308243	0.5924624363961648
SC	0.23076923076923078	0.1875	0.8125	0.25806451612903225	0.1951219512195122	0.7560975609756098	1.0	0.5	0.5	0.0	0.0	1.0	0.27419354838709675	0.20987654320987653	0.7654320987654321	0.25925925925925924	0.2	0.7714285714285715	14	54	70	0.33259540002450316	0.24958468265640685	0.7504153173435931	0.2892989096215758	0.1579599951746632	0.5460096458064306	0.31674971476110286	0.24055423077769233	0.7594457692223078	0.0	0.0	1.0	0.25704532442924805	0.1920860235053672	0.747284643017263
SD	0.0	0.0	0.75	nan	1.0	0.0	nan	nan	nan	nan	nan	nan	0.33333333333333337	0.2	0.6	0.33333333333333337	0.2	0.6	1	3	5	0.0	0.0	0.7946975262481678	nan	1.0	0.0	nan	nan	nan	nan	nan	nan	0.02374764841430772	0.018522634631027986	0.7799776343272913
TN	0.13157894736842105	0.11363636363636363	0.8636363636363636	0.12162162162162163	0.10843373493975904	0.891566265060241	0.25	0.2	0.8	0.0	0.0	1.0	0.13533834586466165	0.11842105263157894	0.875	0.13157894736842105	0.11627906976744186	0.8837209302325582	15	114	129	1.9195210964996041	0.4999150524226554	0.2604373837486284	0.03121273874392317	0.03026799182285325	0.9697320081771468	0.05260572863387427	0.0499766695191263	0.9500233304808737	0.0	0.0	1.0	0.43100870742611225	0.2652938034765028	0.615518431311465
TX	0.1317365269461078	0.10945273631840796	0.8308457711442786	0.2771929824561403	0.21467391304347827	0.7744565217391305	0.4146341463414634	0.29310344827586204	0.7068965517241379	0.0	0.0	1.0	0.23137254901960785	0.18322981366459629	0.7919254658385093	0.2607655502392344	0.2011070110701107	0.7712177121771218	109	418	542	0.27786459801842256	0.15215073457202655	0.5475714994176368	0.25873622803551827	0.19031338855212626	0.7355498300222604	0.13729207200098728	0.12071839361320026	0.8792816063867998	0.0	0.0	1.0	0.25073557599363683	0.16690192991637193	0.665649177445037
UT	0.0	0.0	0.9090909090909091	1.125	0.5294117647058824	0.47058823529411764	2.0	0.6666666666666666	0.3333333333333333	nan	nan	nan	0.5789473684210527	0.3548387096774194	0.6129032258064516	0.5555555555555556	0.3448275862068966	0.6206896551724138	10	18	29	0.0	0.0	0.18015930093902074	4.220500700347201	0.8084474924151446	0.19155250758485534	1.3964505479520712	0.5827161963118465	0.4172838036881535	nan	nan	nan	2.4680837882267634	0.4685135920057597	0.18982888435176312
VA	0.1	0.0784313725490196	0.7843137254901961	0.2413793103448276	0.1917808219178082	0.7945205479452054	1.0	0.5	0.5	0.0	0.0	1.0	0.2363636363636364	0.18055555555555555	0.7638888888888888	0.30952380952380953	0.22033898305084745	0.711864406779661	26	84	118	0.05232179306166891	0.0331965887856222	0.6344696319274675	0.27582054896403885	0.20969472842829026	0.7602578169606573	0.5929722777118612	0.37224268495344065	0.6277573150465592	0.0	0.0	1.0	0.14131603255947112	0.09540470573703373	0.6751159370178599
VT	0.0	0.0	1.0	2.0	0.6666666666666666	0.3333333333333333	0.5	0.3333333333333333	0.6666666666666666	nan	nan	nan	0.2727272727272727	0.21428571428571427	0.7857142857142857	0.6	0.375	0.625	3	5	8	0.0	0.0	1.0	50.64790251163087	0.9806381295005193	0.019361870499480682	11.846313201047117	0.9221566542594892	0.07784334574051091	nan	nan	nan	0.07949942134394723	0.0736447095497028	0.9263552904502972
WA	0.5862068965517241	0.3269230769230769	0.5576923076923077	0.6734693877551021	0.4024390243902439	0.5975609756097561	0.7	0.4117647058823529	0.5882352941176471	0.0	0.0	1.0	0.5533980582524272	0.3433734939759036	0.6204819277108434	0.6493506493506492	0.37593984962406013	0.5789473684210527	50	77	133	0.9494387230188805	0.3368010308624643	0.35473698585997815	0.4072357757799918	0.28938702581965875	0.7106129741803417	0.10591079433775252	0.0957679361482086	0.9042320638517914	0.0	0.0	1.0	0.4709953781535345	0.2684125863341463	0.5698836947963627
WI	0.16666666666666666	0.12903225806451613	0.7741935483870968	1.6250000000000002	0.6190476190476191	0.38095238095238093	1.0	0.5	0.5	0.0	0.0	1.0	0.5277777777777778	0.3275862068965517	0.6206896551724138	0.5483870967741936	0.3333333333333333	0.6078431372549019	17	31	51	0.10063562105738044	0.040306588520976766	0.40052009514597964	0.6617599826679817	0.3982283780871385	0.6017716219128615	1.0510447117846535	0.5124435882580635	0.4875564117419365	0.0	0.0	1.0	0.3150620863954052	0.15307691395999648	0.48586269364027457
WV	2.0	0.5714285714285714	0.2857142857142857	0.16666666666666666	0.14285714285714285	0.8571428571428571	nan	1.0	0.0	nan	nan	nan	0.75	0.4	0.5333333333333333	1.0	0.46153846153846156	0.46153846153846156	6	6	13	2.08329711742658	0.0648593983843972	0.031133052430138055	0.08679014645869351	0.07985915840468306	0.920140841595317	nan	1.0	0.0	nan	nan	nan	0.7211311462294571	0.09314317480775079	0.12916260141413102
WY	0.0	0.0	1.0	0.5	0.25	0.5	nan	nan	nan	nan	nan	nan	0.33333333333333337	0.2	0.6	0.33333333333333337	0.2	0.6	1	3	5	0.0	0.0	1.0	9.064061342082136	0.459954525848598	0.05074486022211101	nan	nan	nan	nan	nan	nan	0.04884309078380562	0.044370440525687505	0.9084281894052236
