State	p_0_k_original_tweets (All)	p_1_k_original_tweets (All)	p_2_k_original_tweets (All)	p_0_k_retweets (All)	p_1_k_retweets (All)	p_2_k_retweets (All)	p_0_k_quoted_tweets (All)	p_1_k_quoted_tweets (All)	p_2_k_quoted_tweets (All)	p_0_k_replies (All)	p_1_k_replies (All)	p_2_k_replies (All)	p_0_k_total_tweets (All)	p_1_k_total_tweets (All)	p_2_k_total_tweets (All)	p_0_k_users (All)	p_1_k_users (All)	p_2_k_users (All)	#users_1_k (All)	#users_2_k (All)	#users_all_k (All)	p_0_k_virality_original (All)	p_1_k_virality_original (All)	p_2_k_virality_original (All)	p_0_k_virality_retweet (All)	p_1_k_virality_retweet (All)	p_2_k_virality_retweet (All)	p_0_k_virality_quoted (All)	p_1_k_virality_quoted (All)	p_2_k_virality_quoted (All)	p_0_k_virality_reply (All)	p_1_k_virality_reply (All)	p_2_k_virality_reply (All)	p_0_k_virality_total (All)	p_1_k_virality_total (All)	p_2_k_virality_total (All)
GA	0.3551912568306011	0.2264808362369338	0.6376306620209059	0.2823061630218688	0.21846153846153846	0.7738461538461539	0.33962264150943394	0.2535211267605634	0.7464788732394366	0.20833333333333334	0.16129032258064516	0.7741935483870968	0.30144167758846657	0.22136669874879691	0.7343599615014437	0.35044247787610616	0.2535211267605634	0.7234314980793854	198	565	781	0.4984458659263102	0.16893912223466917	0.33893173518595293	0.3412151568347055	0.24946440188194052	0.7311058635146982	0.20147216162261142	0.16768774846228598	0.8323122515377143	0.09848192395477416	0.06382307980572377	0.6480689779683146	0.3960142667802976	0.1909398225093274	0.4821538982969464
HI	0.14285714285714285	0.10344827586206896	0.7241379310344828	0.18666666666666668	0.15384615384615385	0.8241758241758241	1.4999999999999998	0.6	0.4	0.0	0.0	1.0	0.2047244094488189	0.15757575757575756	0.7696969696969697	0.3076923076923077	0.21621621621621623	0.7027027027027027	24	78	111	0.1641333025209268	0.07184267337576851	0.43770930257501306	0.5564187764030263	0.34005029005499415	0.6111409328298589	0.5206602987102176	0.3423909331701679	0.6576090668298322	0.0	0.0	1.0	0.3373376607741348	0.17848910370580073	0.5291111087217402
IA	0.2159090909090909	0.16964285714285715	0.7857142857142857	0.36363636363636365	0.26666666666666666	0.7333333333333333	0.37037037037037035	0.2564102564102564	0.6923076923076923	0.0	0.0	0.8	0.2890995260663507	0.21708185053380782	0.7508896797153025	0.4608695652173913	0.3045977011494253	0.6609195402298851	53	115	174	0.46924903447498983	0.25524783333223205	0.543949618602436	0.3075120610835702	0.2351886993904491	0.7648113006095512	0.030798269988392104	0.02255906648517934	0.7324783662745301	0.0	0.0	0.10722659836662554	0.2874955800581212	0.16906914219042596	0.5880756224365129
ID	0.1568627450980392	0.12307692307692308	0.7846153846153846	0.28125	0.21951219512195122	0.7804878048780488	0.25	0.2	0.8	0.0	0.0	1.0	0.20930232558139533	0.16666666666666666	0.7962962962962963	0.26506024096385544	0.2	0.7545454545454545	22	83	110	0.3736037761493021	0.21414915307355212	0.5731985775967434	0.1605439639034359	0.13833509879578687	0.8616649012042132	0.1529103165828744	0.13262984499617217	0.8673701550038279	0.0	0.0	1.0	0.2568997379324864	0.1776505970201047	0.6915172372296913
IL	0.5495495495495495	0.30886075949367087	0.5620253164556962	0.5256723716381417	0.34072900158478603	0.6481774960380349	1.0454545454545454	0.5	0.4782608695652174	0.09090909090909091	0.08108108108108109	0.8918918918918919	0.5451977401129944	0.3341991341991342	0.612987012987013	0.6262626262626263	0.36904761904761907	0.5892857142857143	310	495	840	1.079598106064108	0.2766860889376416	0.2562861933375897	0.5171122551623245	0.30071721252923694	0.5815317844958829	0.578822822340154	0.341203530382842	0.5894783640412999	0.06362889723983906	0.05628583346675033	0.8845954575417171	0.7523705189086524	0.2797711015745748	0.37185282323448227
IN	0.3693693693693693	0.23563218390804597	0.6379310344827587	0.2696629213483146	0.21238938053097345	0.7876106194690266	0.3333333333333333	0.25	0.75	0.0449438202247191	0.043010752688172046	0.956989247311828	0.2545824847250509	0.19592476489028213	0.7695924764890282	0.33542319749216304	0.24263038548752835	0.7233560090702947	107	319	441	0.6425187734965297	0.20625887916531152	0.32101611295008414	0.3155504605467126	0.23986192092972025	0.7601380790702799	0.16918128328505216	0.1447006428376128	0.855299357162387	0.11473568997725989	0.10292636273231766	0.8970736372676821	0.3703013819247968	0.20007229791329312	0.5402958446261621
KS	0.17391304347826086	0.13793103448275862	0.7931034482758621	0.3076923076923077	0.23121387283236994	0.7514450867052023	0.3	0.23076923076923078	0.7692307692307693	0.0	0.0	1.0	0.25416666666666665	0.1967741935483871	0.7741935483870968	0.3372093023255814	0.24892703862660945	0.7381974248927039	58	172	233	0.25551755034837254	0.12477949444081905	0.48834021095887437	0.4311818406256483	0.2894424687024177	0.671277037739888	0.09351567188926962	0.08551836456783686	0.9144816354321632	0.0	0.0	1.0	0.2914776450011399	0.16963175431119995	0.5819717471318824
KY	0.3333333333333333	0.23140495867768596	0.6942148760330579	0.33529411764705885	0.24568965517241378	0.7327586206896551	0.21428571428571427	0.17142857142857143	0.8	0.0	0.0	1.0	0.31707317073170727	0.23155216284987276	0.7302798982188295	0.3452914798206278	0.25	0.724025974025974	77	223	308	0.4324161181760384	0.19194672277571617	0.44389354306532547	0.566079727554874	0.34841798659089	0.6154927824316327	0.15907199779243025	0.0836822074985327	0.5260649810139926	0.0	0.0	1.0	0.4292094218453872	0.22014590712479273	0.5129102389651065
LA	0.29347826086956524	0.2109375	0.71875	0.275735294117647	0.2148997134670487	0.7793696275071633	0.6	0.375	0.625	0.05	0.045454545454545456	0.9090909090909091	0.2885085574572127	0.2189239332096475	0.7588126159554731	0.42386831275720166	0.29261363636363635	0.6903409090909091	103	243	352	0.5589998687270002	0.24412528813451048	0.4367179704182263	0.5478994644878503	0.34257085112756147	0.6252439969945581	0.3865832769766561	0.2788027833564911	0.721197216643509	0.015777380216353182	0.006736044317257785	0.42694314422846363	0.5217629182226469	0.2653132939649857	0.5084939628687279
MA	0.3779527559055118	0.21818181818181817	0.5772727272727273	0.665644171779141	0.395985401459854	0.5948905109489051	1.7500000000000002	0.6086956521739131	0.34782608695652173	0.19999999999999998	0.14285714285714285	0.7142857142857143	0.6344969199178645	0.36310223266745006	0.5722679200940071	0.8372093023255813	0.4458204334365325	0.5325077399380805	288	344	646	0.6060737393983083	0.20322733499435008	0.33531783640074564	0.4382702294148352	0.2979822201748062	0.6799052278149552	1.151933055912803	0.5109527449983579	0.4435611447867289	0.09371333846802964	0.08182145559691581	0.8731036257429805	0.5331791673906259	0.23354991702855732	0.4380327126649538
MD	1.0108695652173914	0.43457943925233644	0.42990654205607476	0.4	0.28368794326241137	0.7092198581560284	0.7894736842105263	0.42857142857142855	0.5428571428571428	0.05555555555555556	0.05	0.9	0.574468085106383	0.3430127041742287	0.5970961887477314	0.6045454545454546	0.3684210526315789	0.6094182825484764	133	220	361	1.6716861122501334	0.3655987381996588	0.21870058949497004	0.2959429730600061	0.22728033901038347	0.7679869424177865	0.45845693864190085	0.15546058401239263	0.33909528007781414	0.02923909595209779	0.007140025249898704	0.24419446010219187	0.8794769029113261	0.31265194144534586	0.35549761501453464
ME	0.2456140350877193	0.1590909090909091	0.6477272727272727	0.45945945945945943	0.3148148148148148	0.6851851851851852	0.5	0.3333333333333333	0.6666666666666666	0.02127659574468085	0.020833333333333332	0.9791666666666666	0.2916666666666667	0.21132075471698114	0.7245283018867924	0.4473684210526315	0.2914285714285714	0.6514285714285715	51	114	175	0.7118237613009175	0.20233776007272117	0.28425260727870616	0.36309838365741015	0.2663772388044063	0.7336227611955938	0.09203644803834224	0.08427964854439618	0.9157203514556038	0.03230600396912067	0.03129498796375018	0.9687050120362499	0.4933518306285415	0.1989270475471926	0.4032153834186751
MI	0.21254355400696864	0.16180371352785147	0.7612732095490716	0.35813953488372097	0.26013513513513514	0.7263513513513513	0.8787878787878788	0.453125	0.515625	0.0625	0.05555555555555555	0.8888888888888888	0.3145780051150895	0.23012160898035547	0.7315247895229187	0.419753086419753	0.2849162011173184	0.6787709497206704	204	486	716	0.4553102245993246	0.21326061837900548	0.4683853049130974	0.27623978200367705	0.18528657930845485	0.6707454587623027	0.6722469944826683	0.370968994762288	0.5518343671402642	0.844469187708317	0.22153401044748836	0.2623352203633119	0.40695716521410563	0.21175066123942798	0.5203266568067996
MN	0.22388059701492535	0.17045454545454544	0.7613636363636364	0.4221105527638191	0.2876712328767123	0.6815068493150684	1.3333333333333335	0.56	0.42	0.0	0.0	0.9473684210526315	0.3817204301075269	0.2644320297951583	0.6927374301675978	0.4801587301587302	0.3151041666666667	0.65625	121	252	384	0.3883577195935727	0.20961371303158324	0.5397439073721771	0.5910383333845846	0.32012468039018976	0.5416309946547695	1.1391198584822797	0.5199402150330513	0.456440304469628	0.0	0.0	0.8355210141577012	0.4722092871404881	0.25661079293673006	0.5434259764153795
MO	0.5323741007194244	0.3203463203463203	0.6017316017316018	0.24305555555555555	0.19444444444444445	0.8	0.30303030303030304	0.22727272727272727	0.75	0.25	0.1875	0.75	0.3326271186440678	0.2411674347158218	0.7250384024577573	0.3303303303303304	0.24175824175824176	0.7318681318681318	110	333	455	1.1460013681244985	0.2906557553695342	0.2536260108006766	0.23294624211926596	0.1772907541228395	0.7610801209322302	0.23136451710639022	0.1869739729690571	0.8081359030653752	1.6212044632772356	0.5021977793445743	0.3097683177662801	0.49331895314070456	0.24177529534874373	0.49009934406429445
MS	0.2619047619047619	0.18333333333333332	0.7	0.21374045801526717	0.175	0.81875	0.5	0.3076923076923077	0.6153846153846154	0.0	0.0	1.0	0.23118279569892472	0.18067226890756302	0.7815126050420168	0.31007751937984496	0.23255813953488372	0.75	40	129	172	0.8259967810706383	0.2628039482536591	0.31816582615857	0.18751038757722016	0.15786889112921115	0.8419207765980319	0.13793404221505887	0.043673672549962385	0.3166272215952962	0.0	0.0	1.0	0.4685352111473401	0.21187033270962335	0.4521972472267331
MT	0.31999999999999995	0.23529411764705882	0.7352941176470589	0.48000000000000004	0.32432432432432434	0.6756756756756757	0.5	0.3333333333333333	0.6666666666666666	0.0	0.0	1.0	0.42500000000000004	0.2956521739130435	0.6956521739130435	0.3870967741935484	0.2823529411764706	0.7294117647058823	24	62	85	0.7778222210282216	0.422759772280923	0.5435172213543434	1.1011172977108583	0.5240627445742848	0.475937255425714	0.1236080995958872	0.11000997557808959	0.8899900244219104	0.0	0.0	1.0	0.8403766292090477	0.4473259774957891	0.5322922627165476
NC	0.33944954128440363	0.22492401215805471	0.662613981762918	0.4085106382978724	0.2887218045112782	0.706766917293233	0.7272727272727273	0.4050632911392405	0.5569620253164557	0.15	0.125	0.8333333333333334	0.40026595744680854	0.27438468550592526	0.6855059252506837	0.40363636363636357	0.2846153846153846	0.7051282051282052	222	550	780	0.6849271223839587	0.2719634657919963	0.39706920182310745	0.43906211917448945	0.3028331014968351	0.6897272351033431	0.43463232420028025	0.29207946811326796	0.6720150615826646	0.12657031919042597	0.09070217877343371	0.7166149169377666	0.5661215950702009	0.28023812529669767	0.49501401772519776
ND	0.8	0.36363636363636365	0.45454545454545453	0.25	0.2	0.8	0.0	0.0	1.0	1.0	0.5	0.5	0.2972972972972973	0.22	0.74	0.40740740740740744	0.28205128205128205	0.6923076923076923	11	27	39	10.247337566233911	0.7919681662447672	0.07728526176929978	0.11976134763850364	0.10695256439336086	0.8930474356066387	0.0	0.0	1.0	0.5518622618395859	0.35561291450273774	0.6443870854972622	0.9538671888735214	0.45545560400746066	0.47748324852785357
NE	0.34375	0.22	0.64	0.39473684210526316	0.2803738317757009	0.7102803738317757	1.2	0.5	0.4166666666666667	0.0	0.0	1.0	0.39830508474576276	0.27011494252873564	0.6781609195402298	0.4382022471910113	0.29545454545454547	0.6742424242424242	39	89	132	0.7451636471914007	0.18445806909868442	0.24754034874611244	0.1393993910631593	0.11918594853842929	0.8549961920883021	0.5287294315555083	0.3074906070455983	0.5815651421956384	0.0	0.0	1.0	0.2867588706728445	0.1558559708130192	0.5435088039205981
NH	0.35294117647058826	0.2	0.5666666666666667	0.5777777777777777	0.3611111111111111	0.625	0.6	0.375	0.625	0.0	0.0	1.0	0.5205479452054794	0.31932773109243695	0.6134453781512605	0.5737704918032788	0.33980582524271846	0.5922330097087378	35	61	103	0.6408431801220912	0.17792389302477202	0.2776403003787519	0.47875573688570194	0.3062040865529432	0.6395831171544714	0.4706330935808243	0.32002074183907175	0.6799792581609285	0.0	0.0	1.0	0.5548303899880863	0.21674588740163564	0.39065251527820916
NJ	0.6356589147286821	0.3504273504273504	0.5512820512820513	0.4368231046931408	0.30174563591022446	0.6907730673316709	0.42553191489361697	0.29850746268656714	0.7014925373134329	0.11111111111111112	0.1	0.9	0.4708333333333334	0.3087431693989071	0.6557377049180327	0.5045871559633027	0.3273809523809524	0.6488095238095238	165	327	504	1.5093849140084927	0.3933379747910981	0.2605948761913258	0.566981272360186	0.3207931058040962	0.5657913610950911	0.49615583240438016	0.3316204245964397	0.6683795754035604	0.07864640226808392	0.07291212588547377	0.9270878741145262	0.9723682904827182	0.36519545590655644	0.3755731850585753
NM	0.2692307692307692	0.1917808219178082	0.7123287671232876	0.38028169014084506	0.2727272727272727	0.7171717171717171	0.5	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.25	0.75	0.3384615384615385	0.24175824175824176	0.7142857142857143	0.4020618556701031	0.2785714285714286	0.6928571428571428	39	97	140	0.5843984082219643	0.2481524779883866	0.42462894233985343	0.2268701033445956	0.1829419048550782	0.806372907483564	0.323355728077652	0.24434528163290506	0.755654718367095	0.3187973134500762	0.24173336584685456	0.7582666341531454	0.45234169715967626	0.23340816162106162	0.5159996592988613
NV	0.36666666666666664	0.2268041237113402	0.6185567010309279	0.2568306010928961	0.20346320346320346	0.7922077922077922	0.8181818181818181	0.42857142857142855	0.5238095238095238	0.0	0.0	1.0	0.2921348314606742	0.2154696132596685	0.7375690607734806	0.3701657458563536	0.2637795275590551	0.7125984251968503	67	181	254	0.7790358652241773	0.3046192034299096	0.39102076942536096	0.4398092048562819	0.30458267434890873	0.6925336509235598	0.930033584419798	0.47585783979132246	0.5116566194630344	0.0	0.0	1.0	0.5575597626765793	0.30524817256030445	0.5474716667052033
NY	0.48553719008264457	0.28799019607843135	0.5931372549019608	0.5211995863495347	0.3398516520566419	0.6520566419420094	0.510548523206751	0.3333333333333333	0.6528925619834711	0.24096385542168675	0.18691588785046728	0.7757009345794392	0.4968944099378882	0.3178042614662333	0.6395810762007945	0.6538461538461539	0.3844221105527638	0.5879396984924623	765	1170	1990	0.7824600683732583	0.2586503118872381	0.33056039834080536	0.46544717224163784	0.29440444954447564	0.6325195792394566	0.5546277340139749	0.29132061348756827	0.5252543203694676	0.43906336090919845	0.24462329928588822	0.557148058948326	0.6269302932418728	0.2694005326080038	0.4297136946675948
OH	0.3204633204633205	0.21391752577319587	0.6675257731958762	0.3182844243792325	0.24061433447098976	0.7559726962457338	0.5454545454545454	0.35294117647058826	0.6470588235294118	0.21739130434782605	0.16666666666666666	0.7666666666666667	0.328998699609883	0.23600746268656717	0.7173507462686567	0.37967914438502676	0.2672521957340025	0.7038895859473023	213	561	797	0.5783886076569775	0.1915821945710504	0.33123438469360594	0.24530799418931656	0.1884035515603175	0.768028584567517	0.18277034095460934	0.1545273284474618	0.845472671552538	1.7637831490845541	0.5446746535221307	0.30881044180790024	0.40311986174395836	0.19485285783326448	0.4833620873709897
OK	0.2456140350877193	0.1794871794871795	0.7307692307692307	0.2105263157894737	0.17094017094017094	0.811965811965812	0.19999999999999998	0.16666666666666666	0.8333333333333334	0.0	0.0	1.0	0.20930232558139536	0.16589861751152074	0.7926267281105991	0.23651452282157676	0.18874172185430463	0.7980132450331126	57	241	302	0.6758714687464492	0.22378543979880106	0.3311065049303825	0.36998647826043635	0.26687761399256793	0.7213172093405822	0.18717617440018075	0.15766503610532048	0.8423349638946795	0.0	0.0	1.0	0.49530555616108307	0.23052675338707396	0.4654233139918627
OR	0.37662337662337664	0.24786324786324787	0.6581196581196581	0.502092050209205	0.33240997229916897	0.6620498614958449	0.45714285714285713	0.3137254901960784	0.6862745098039216	0.3	0.23076923076923078	0.7692307692307693	0.4497716894977169	0.29893778452200304	0.6646433990895296	0.669172932330827	0.39035087719298245	0.5833333333333334	178	266	456	0.9954305598803657	0.32725555795587896	0.32875779702323954	0.4898877407285727	0.3201665196979018	0.6535507894558507	1.0082287423990117	0.5020487562560181	0.49795124374398136	0.4415703158185093	0.3063120202830967	0.6936879797169033	0.7534532156961299	0.3388600608270172	0.4497426698404066
PA	0.3902439024390244	0.2513089005235602	0.643979057591623	0.37447698744769875	0.2708018154311649	0.7231467473524962	0.6829268292682927	0.4057971014492754	0.5942028985507246	0.03636363636363636	0.031746031746031744	0.873015873015873	0.3719512195121951	0.25957446808510637	0.6978723404255319	0.45272727272727264	0.30218446601941745	0.6674757281553398	249	550	824	0.6704485657073587	0.21388509660201294	0.31901790464172725	0.20109735133709739	0.15333051086126617	0.7624690720279047	1.03312019119338	0.5081451631184527	0.49185483688154713	0.42549336440601265	0.20347976622251798	0.4782207743863998	0.42240799081353325	0.19948075934729187	0.47224665178114533
RI	0.18518518518518517	0.12195121951219512	0.6585365853658537	0.4	0.27450980392156865	0.6862745098039216	0.3333333333333333	0.25	0.75	nan	nan	nan	0.30882352941176466	0.21	0.68	0.4166666666666667	0.273972602739726	0.6575342465753424	20	48	73	0.422745661410523	0.12858399478910637	0.30416396080819874	0.534906669074032	0.3388779462476988	0.6335272409938818	0.17451220877440898	0.1485827115892738	0.8514172884107261	nan	nan	nan	0.4220364498973489	0.15302898511777152	0.3625966078403713
SC	0.3620689655172414	0.25766871165644173	0.7116564417177914	0.21888412017167383	0.17770034843205576	0.8118466898954704	0.2058823529411765	0.17073170731707318	0.8292682926829268	0.0	0.0	1.0	0.2506265664160401	0.19723865877712032	0.7869822485207101	0.27622377622377625	0.21944444444444444	0.7944444444444444	79	286	360	0.8433090137891659	0.3950291973093805	0.4684275761911173	0.41029082241997056	0.2831781269032309	0.6901887915332698	0.04718224630106296	0.045056384853471014	0.954943615146529	0.0	0.0	1.0	0.521876048720555	0.31505079111689793	0.6036889255394737
SD	0.5833333333333334	0.3181818181818182	0.5454545454545454	0.3	0.23076923076923078	0.7692307692307693	0.0	0.0	1.0	0.0	0.0	1.0	0.31707317073170727	0.22807017543859648	0.7192982456140351	0.2962962962962963	0.2222222222222222	0.75	8	27	36	0.8003742833080422	0.3427991280594677	0.4282985288365815	0.06590556679445954	0.061830586918370234	0.9381694130816295	0.0	0.0	1.0	0.0	0.0	1.0	0.32492178426988505	0.21417585334511244	0.6591612619214681
TN	0.11891891891891893	0.09565217391304348	0.8043478260869565	0.32432432432432434	0.242914979757085	0.7489878542510121	0.29411764705882354	0.22727272727272727	0.7727272727272727	0.0	0.0	0.96875	0.2464678178963893	0.19099756690997566	0.7749391727493917	0.31196581196581197	0.237012987012987	0.7597402597402597	146	468	616	0.5200605648856732	0.24257279114118818	0.4664318110613017	0.35662866809738103	0.2443638683656786	0.6852053416495182	0.09860972563597413	0.08975864980522537	0.9102413501947746	0.0	0.0	0.46578305002036724	0.40086424236797213	0.2260339494192041	0.5638665800770449
TX	0.24094881398252185	0.17771639042357273	0.7375690607734806	0.24009661835748788	0.19174382716049382	0.7986111111111112	0.4039408866995074	0.2857142857142857	0.7073170731707317	0.03305785123966942	0.032	0.968	0.24287949921752738	0.18973105134474327	0.7811735941320294	0.2952079566003617	0.22486225895316805	0.7617079889807162	653	2212	2904	0.4265873459890064	0.19618869908307357	0.4599027630044365	0.247151656464228	0.17867640230391063	0.7229423620301397	0.34566145487385	0.2556906107189305	0.7397139805832427	0.06021483641784044	0.056794938487456904	0.943205061512543	0.3156463765066518	0.18777621180949497	0.5948942417387068
UT	0.2156862745098039	0.15942028985507245	0.7391304347826086	0.2604166666666667	0.2066115702479339	0.7933884297520661	0.7142857142857143	0.4166666666666667	0.5833333333333334	0.5555555555555556	0.3333333333333333	0.6	0.28220858895705525	0.2119815668202765	0.7511520737327189	0.3225806451612903	0.23529411764705882	0.7294117647058823	40	124	170	0.43909396437039794	0.15841331657294333	0.36077315888431044	0.6606445722192711	0.3978241842180542	0.6021758157819459	1.2864881744721501	0.5626480770096892	0.4373519229903107	1.1113291919004593	0.49643963846308037	0.44670799802723615	0.6323729166733331	0.28144292307216084	0.44505847048719627
VA	0.19696969696969696	0.1482889733840304	0.752851711026616	0.31887755102040816	0.23809523809523808	0.7466666666666667	0.7999999999999999	0.4444444444444444	0.5555555555555556	0.2380952380952381	0.19230769230769232	0.8076923076923077	0.30495356037151705	0.22462941847206386	0.7366020524515393	0.3741794310722101	0.2692913385826772	0.7196850393700788	171	457	635	0.3388370464383284	0.16694995186839515	0.492714576588607	0.26454419910417004	0.18660437626090906	0.7053807148023288	0.49123374355551813	0.32941431595041537	0.6705856840495846	0.26750797961714556	0.21105033176828372	0.7889496682317163	0.3099937246830178	0.17848422735169855	0.5757672273340583
